#IncidentId;#DateId;_catLMC;_catLMC1;_catLMC2;dtgStartIncident;nrIncident;plaatsNaam;wk_prioriteitIncidentBrandweer;straatnaam;naamLocatie2;postcode;huisPaalNr;_catDagdeel;_catRegio;_lat;_lon
1606721330;20230614;Brand;Natuur;Bos;2023-06-14 15:51:51.0000000;207274;Rucphen;1;Posthoorn;NULL;4715PJ;9;Middag;VRMWB;" 51.5258290015065940";"  4.5213016508268158"
1710811284;20250423;Brand;Natuur;Bos;2025-04-23 10:32:36.0000000;154954;Rucphen;1;Schijfse Vaartkant;NULL;NULL;NULL;Ochtend;VRMWB;" 51.5205753478610620";"  4.5503490381112019"
1470819715;20210422;Brand;Natuur;Bos;2021-04-22 14:15:41.0000000;123162;Schijf;1;Achtmaalsebaan;NULL;NULL;NULL;Middag;VRMWB;" 51.5058939690084050";"  4.5180369178442419"
1547970111;20220812;Brand;Natuur;Heide;2022-08-12 11:56:07.0000000;284811;Schijf;1;Postbaan;NULL;NULL;NULL;Ochtend;VRMWB;" 51.5062432177442840";"  4.5190673544834086"
1605840181;20230609;Brand;Natuur;NULL;2023-06-09 13:15:00.0000000;198363;Bergen op Zoom;1;Bemmelenberg;NULL;NULL;NULL;Middag;VRMWB;" 51.5068634735644720";"  4.3194930561322789"
1550373146;20220831;Brand;Natuur;Bos;2022-08-31 01:32:31.0000000;310426;Bergen op Zoom;1;Huijbergsebaan;NULL;4624RG;421;Nacht;VRMWB;" 51.4782437428491590";"  4.3217047946106222"
1527679010;20220518;Brand;Natuur;Bos;2022-05-18 18:18:28.0000000;167174;Bergen op Zoom;1;Klaverveldenweg;NULL;NULL;NULL;Avond;VRMWB;" 51.4933297226834270";"  4.3348016554356752"
1527267686;20220515;Brand;Natuur;Bos;2022-05-15 13:17:31.0000000;162788;Bergen op Zoom;1;Boslustweg;NULL;NULL;NULL;Middag;VRMWB;" 51.4787116814147650";"  4.3366368246518121"
1525999371;20220504;Brand;Natuur;Bos;2022-05-04 23:29:09.0000000;149138;Bergen op Zoom;1;A4 Bergen op Zoom-Zuid 2;NULL;NULL;NULL;Avond;VRMWB;" 51.4812474433599900";"  4.3228294092605886"
1610441873;20230708;Brand;Natuur;NULL;2023-07-08 21:45:51.0000000;244948;Bergen op Zoom;1;A4;NULL;NULL;236200;Avond;VRMWB;" 51.4832632377945740";"  4.3161882589974550"
1516816860;20220327;Brand;Natuur;NULL;2022-03-27 19:38:54.0000000;102203;Bergen op Zoom;1;Bemmelenberg;NULL;NULL;NULL;Avond;VRMWB;" 51.5090114488299880";"  4.3223957645720192"
1486385206;20210803;Brand;Natuur;NULL;2021-08-03 19:27:21.0000000;257416;Bergen op Zoom;1;De Duin;NULL;NULL;NULL;Avond;VRMWB;" 51.5132497717800040";"  4.3199193829118716"
1484831926;20210721;Brand;Natuur;NULL;2021-07-21 14:26:08.0000000;239744;Bergen op Zoom;1;Bemmelenberg;NULL;NULL;NULL;Middag;VRMWB;" 51.5104029162497880";"  4.3221903123748673"
1476899369;20210614;Brand;Natuur;NULL;2021-06-14 15:27:27.0000000;190253;Bergen op Zoom;1;Heideweg;NULL;NULL;NULL;Middag;VRMWB;" 51.5123587483969200";"  4.3217699346645597"
1476771961;20210613;Brand;Natuur;NULL;2021-06-13 15:33:28.0000000;188760;Bergen op Zoom;1;Heideweg;NULL;NULL;NULL;Middag;VRMWB;" 51.5105217907667740";"  4.3233976342111218"
1476974888;20210615;Brand;Natuur;NULL;2021-06-15 06:24:26.0000000;191053;Bergen op Zoom;1;Bergsebaan;NULL;NULL;NULL;Ochtend;VRMWB;" 51.5103314162437230";"  4.3271764479573811"
1471169012;20210425;Brand;Natuur;Bos;2021-04-25 13:59:43.0000000;126835;Bergen op Zoom;1;A4 Randweg-Oost;NULL;NULL;NULL;Middag;VRMWB;" 51.4861571152488650";"  4.3190574100682699"
1013690359;20200429;Brand;Natuur;NULL;2020-04-29 09:59:33.0000000;101846;Bergen op Zoom;1;Huijbergsebaan;NULL;4625DM;496;Ochtend;VRMWB;" 51.4680979999999980";"  4.3129499999999998"
1451141546;20201220;Brand;Natuur;NULL;2020-12-20 17:03:43.0000000;435824;Bergen op Zoom;2;Bemmelenberg;NULL;NULL;NULL;Middag;VRMWB;" 51.5099692503723430";"  4.3199819674895741"
715335901;20110701;Brand;Natuur;NULL;2011-07-01 12:23:37.0000000;126938;Bergen op Zoom;1;SINT - CATHARINAPLEIN;TANTE LOUISE CATHARINA;4611TV;25;Middag;VRMWB;" 51.4965839999999990";"  4.2867720000000000"
951141903;20180630;Brand;Natuur;NULL;2018-06-30 20:14:08.0000000;161070;Bergen op Zoom;1;Holleweg;NULL;NULL;NULL;Avond;VRMWB;" 51.4932299999999970";"  4.3176990000000002"
951145561;20180630;Brand;Natuur;Heide;2018-06-30 20:54:51.0000000;161122;Bergen op Zoom;1;Mastendreef;NULL;NULL;NULL;Avond;VRMWB;" 51.5019110000000000";"  4.3371409999999999"
800279808;20140430;Brand;Natuur;NULL;2014-04-30 11:11:54.0000000;86803;Bergen op Zoom;1;Oude Postbaan;NULL;NULL;NULL;Ochtend;VRMWB;" 51.4606700000000000";"  4.3205210000000003"
950866358;20180627;Brand;Natuur;NULL;2018-06-27 18:11:09.0000000;157857;Breda;1;De Drie Dreven;NULL;NULL;NULL;Avond;VRMWB;" 51.5867179999999980";"  4.7084219999999997"
781621267;20130622;Brand;Natuur;NULL;2013-06-22 22:17:01.0000000;123204;Breda;1;RIJSBERGSEWEG;NULL;NULL;NULL;Avond;VRMWB;" 51.5566109999999970";"  4.7329679999999996"
712161105;20110403;Brand;Natuur;NULL;2011-04-03 10:34:42.0000000;62156;Breda;1;NASSAUSINGEL;PI BREDA;4811DG;26;Ochtend;VRMWB;" 51.5898600000000020";"  4.7881760000000000"
981154132;20190617;Brand;Natuur;NULL;2019-06-17 19:45:53.0000000;141103;Udenhout;1;Schoorstraat;Bosch en Duin;5071RC;50;Avond;VRMWB;" 51.6355089999999990";"  5.1118889999999997"
1515589022;20220317;Brand;Natuur;Bos;2022-03-17 14:14:18.0000000;89419;Udenhout;1;Schoorstraat;NULL;NULL;NULL;Middag;VRMWB;" 51.6277640036690070";"  5.1179984048904137"
888331170;20170526;Brand;Natuur;NULL;2017-05-26 21:14:43.0000000;124881;Loon op Zand;1;Bergstraat;Blauwloop;NULL;NULL;Avond;VRMWB;" 51.6242110000000030";"  5.0469569999999999"
888411838;20170527;Brand;Natuur;Bos;2017-05-27 20:49:30.0000000;125879;Loon op Zand;1;Baden Powellweg;NULL;NULL;NULL;Avond;VRMWB;" 51.6326380000000000";"  5.0882470000000000"
884534406;20170405;Brand;Natuur;NULL;2017-04-05 08:01:28.0000000;79086;Loon op Zand;1;Land van Kleef;NULL;5175BT;9;Ochtend;VRMWB;" 51.6348119999999970";"  5.0775439999999996"
1013071426;20200421;Brand;Natuur;NULL;2020-04-21 15:09:41.0000000;94579;Moergestel;2;Eindhovenseweg;Pijnendijk;NULL;NULL;Middag;VRMWB;" 51.5458450000000000";"  5.1387559999999999"
1014463276;20200509;Brand;Natuur;NULL;2020-05-09 12:10:47.0000000;110526;Moergestel;1;Pijnendijk;NULL;NULL;NULL;Middag;VRMWB;" 51.5414099999999990";"  5.1454690000000003"
1014472111;20200509;Brand;Natuur;NULL;2020-05-09 14:24:50.0000000;110626;Moergestel;1;Herstalsedijk;NULL;NULL;NULL;Middag;VRMWB;" 51.5328420000000020";"  5.1403260000000000"
1015122838;20200517;Brand;Natuur;NULL;2020-05-17 10:05:26.0000000;117297;Moergestel;1;Sebrechtsedijk;NULL;NULL;NULL;Ochtend;VRMWB;" 51.5391369999999970";"  5.1548790000000002"
1013144274;20200422;Brand;Natuur;Bos;2020-04-22 13:37:14.0000000;95402;Nieuwendijk;1;Killeweg;NULL;NULL;NULL;Middag;VRMWB;" 51.7482929999999970";"  4.8833299999999999"
712959688;20110425;Brand;Natuur;NULL;2011-04-25 13:58:51.0000000;78599;Oisterwijk;1;DUINENWEG;REEBOK;5062TP;4;Middag;VRMWB;" 51.5733299999999990";"  5.2310400000000001"
713003240;20110426;Brand;Natuur;NULL;2011-04-26 17:02:29.0000000;79503;Oisterwijk;1;KIEVITSBLEKWEG;NULL;NULL;NULL;Middag;VRMWB;" 51.5836869999999980";"  5.2329379999999999"
712309246;20110407;Brand;Natuur;NULL;2011-04-07 16:53:58.0000000;65198;Oisterwijk;1;GEMULLEHOEKENWEG;NULL;NULL;NULL;Middag;VRMWB;" 51.5776529999999980";"  5.2059959999999998"
1604939757;20230602;Brand;Natuur;Bos;2023-06-02 19:59:55.0000000;189055;Oisterwijk;1;Oirschotsebaan;NULL;NULL;NULL;Avond;VRMWB;" 51.5600553211569380";"  5.2207146582883217"
1605065912;20230603;Brand;Natuur;Bos;2023-06-03 18:58:23.0000000;190381;Oisterwijk;1;Oirschotsebaan;NULL;NULL;NULL;Avond;VRMWB;" 51.5611266374804270";"  5.2218932591723997"
1605168153;20230604;Brand;Natuur;NULL;2023-06-04 13:40:41.0000000;191479;Oisterwijk;1;Rosepdreef;NULL;NULL;NULL;Middag;VRMWB;" 51.5636743615862580";"  5.2247106742852969"
770625828;20130507;Brand;Natuur;Heide;2013-05-07 21:07:26.0000000;89793;Bergen op Zoom;1;BERGSE HEIDE;NULL;NULL;NULL;Avond;VRMWB;" 51.5165750000000030";"  4.3315149999999996"
972428985;20190225;Brand;Natuur;NULL;2019-02-25 16:51:58.0000000;45295;Rijsbergen;1;Ettensebaan;NULL;NULL;NULL;Middag;VRMWB;" 51.5242900000000010";"  4.6576519999999997"
820102723;20140914;Brand;Natuur;Bos;2014-09-14 14:32:34.0000000;193725;Rijsbergen;1;Bredaseweg;Fort Oranje Camping;4891SJ;33;Middag;VRMWB;" 51.5364259999999990";"  4.7162069999999998"
1709248307;20250412;Brand;Natuur;Bos;2025-04-12 17:49:25.0000000;139713;Rijen;1;Schorsstraat;NULL;NULL;NULL;Middag;VRMWB;" 51.5993941804299180";"  4.9270841751502710"
851645959;20151231;Brand;Natuur;NULL;2015-12-31 16:52:58.0000000;299106;Rijen;1;Vijf Eiken;NULL;NULL;NULL;Middag;VRMWB;" 51.5881910000000020";"  4.8968840000000000"
1514015978;20220303;Brand;Natuur;NULL;2022-03-03 14:59:19.0000000;73101;Rijen;1;N282;NULL;NULL;NULL;Middag;VRMWB;" 51.5848240545488320";"  4.8941323105763352"
786888583;20130902;Brand;Natuur;NULL;2013-09-02 10:37:58.0000000;176680;Rijen;1;VIJF EIKEN;NULL;NULL;NULL;Ochtend;VRMWB;" 51.5884009999999980";"  4.8956840000000001"
1548006150;20220812;Brand;Natuur;NULL;2022-08-12 15:42:46.0000000;285193;Riel;1;Rielseweg;NULL;NULL;NULL;Middag;VRMWB;" 51.5298133078301530";"  5.0331058237288637"
1548182960;20220813;Brand;Natuur;Akker/Weide;2022-08-13 18:04:35.0000000;286986;Riel;1;Het Hoefke;Transportbedrijf Van Gorp Internationaal;5133NA;4;Avond;VRMWB;" 51.5060302447080640";"  5.0160641503780434"
1550415169;20220831;Brand;Natuur;NULL;2022-08-31 12:38:42.0000000;310850;Riel;1;Het Hoefke;NULL;NULL;NULL;Middag;VRMWB;" 51.5035924608714880";"  5.0126705481909370"
832539818;20150322;Brand;Natuur;NULL;2015-03-22 12:25:50.0000000;62282;Riel;1;Het Hoefke;NULL;NULL;NULL;Middag;VRMWB;" 51.5075179999999970";"  5.0139230000000001"
812527126;20140706;Brand;Natuur;NULL;2014-07-06 08:41:03.0000000;139354;Riel;1;Gilzerbaan;NULL;NULL;NULL;Ochtend;VRMWB;" 51.5352760000000030";"  5.0057970000000003"
1707677105;20250402;Brand;Natuur;Riet;2025-04-02 17:21:45.0000000;124628;Raamsdonksveer;1;Zalmweg;NULL;NULL;0;Middag;VRMWB;" 51.7129088227200460";"  4.8582262420414226"
855537537;20160227;Brand;Natuur;NULL;2016-02-27 20:36:23.0000000;45856;Putte;1;Canadalaan;NULL;NULL;NULL;Avond;VRMWB;" 51.3554820000000020";"  4.3912459999999998"
1710139017;20250418;Brand;Natuur;Bos;2025-04-18 14:53:18.0000000;148380;Putte;1;Armendreef;NULL;NULL;NULL;Middag;VRMWB;" 51.3621897125658650";"  4.3504322165242382"
1433335139;20200813;Brand;Natuur;Heide;2020-08-13 00:17:04.0000000;283243;Putte;1;Molenbergdreef;NULL;NULL;NULL;Nacht;VRMWB;" 51.3626602678868310";"  4.4122380473010381"
1015493283;20200521;Brand;Natuur;NULL;2020-05-21 21:47:47.0000000;121541;Putte;1;Hogebergdreef;NULL;NULL;NULL;Avond;VRMWB;" 51.3621040000000020";"  4.4003629999999996"
1514650671;20220309;Brand;Natuur;Bos;2022-03-09 14:03:30.0000000;79682;Putte;1;Kraaienbergpad;NULL;NULL;NULL;Middag;VRMWB;" 51.3875613348532240";"  4.3952846265317502"
1514133390;20220304;Brand;Natuur;NULL;2022-03-04 15:48:38.0000000;74325;Putte;1;Putseweg;NULL;NULL;NULL;Middag;VRMWB;" 51.3713339954995260";"  4.3856268917028371"
1474929897;20210529;Brand;Natuur;Bos;2021-05-29 18:43:08.0000000;167865;Putte;1;Sterre Bos;NULL;NULL;NULL;Avond;VRMWB;" 51.3711956114492310";"  4.4214197316706727"
1549439567;20220823;Brand;Natuur;Bos;2022-08-23 15:40:23.0000000;300436;Putte;1;GP262;GP263;NULL;NULL;Middag;VRMWB;" 51.3962186854162010";"  4.4059887049911914"
1612549294;20230719;Brand;Natuur;Bos;2023-07-19 17:02:47.0000000;260981;Putte;1;Lindekensdreef;NULL;NULL;NULL;Middag;VRMWB;" 51.3576047427992820";"  4.3853249251366542"
871771078;20161009;Brand;Natuur;NULL;2016-10-09 00:49:36.0000000;243013;Putte;1;Heidestraat;NULL;NULL;NULL;Nacht;VRMWB;" 51.3657159999999990";"  4.3916979999999999"
951566718;20180705;Brand;Natuur;Heide;2018-07-05 20:31:06.0000000;166159;Putte;1;1e Verdelingsweg;NULL;NULL;NULL;Avond;VRMWB;" 51.3750860000000030";"  4.4004849999999998"
1743766743;20251116;Brand;Natuur;Bos;2025-11-16 14:02:26.0000000;470106;Putte;1;Armendreef;NULL;NULL;NULL;Middag;VRMWB;" 51.3637692037759520";"  4.3572315468351928"
797259038;20140308;Brand;Natuur;Bos;2014-03-08 14:45:01.0000000;47699;Putte;1;KRAAIENBERGPAD;NULL;NULL;NULL;Middag;VRMWB;" 51.3875559999999960";"  4.3902450000000002"
798708017;20140403;Brand;Natuur;NULL;2014-04-03 13:26:26.0000000;66425;Putte;1;HOGEBERGDREEF;NULL;NULL;NULL;Middag;VRMWB;" 51.3621040000000020";"  4.3982380000000001"
890513184;20170622;Brand;Natuur;Bos;2017-06-22 17:30:22.0000000;152362;Putte;1;Wg vd K H naar Zandvliet;NULL;NULL;NULL;Middag;VRMWB;" 51.3685010000000020";"  4.3533220000000004"
889485786;20170610;Brand;Natuur;Bos;2017-06-10 10:17:32.0000000;139410;Putte;2;Putseweg;NULL;NULL;NULL;Ochtend;VRMWB;" 51.3749120000000020";"  4.3749799999999999"
889974125;20170616;Brand;Natuur;NULL;2017-06-16 12:37:17.0000000;145681;Putte;1;Wg vd K H naar Zandvliet;NULL;NULL;NULL;Middag;VRMWB;" 51.3662220000000000";"  4.3436950000000003"
984919497;20190805;Brand;Natuur;Bos;2019-08-05 23:38:20.0000000;185773;Putte;2;Zes-oktoberlaan;NULL;4645GD;74;Avond;VRMWB;" 51.3645160000000020";"  4.3964629999999998"
714005702;20110525;Brand;Natuur;NULL;2011-05-25 12:09:19.0000000;100053;Putte;1;VERBINDINGSDREEF;NULL;NULL;NULL;Middag;VRMWB;" 51.3780209999999970";"  4.3979220000000003"
839357063;20150706;Brand;Natuur;NULL;2015-07-06 15:54:37.0000000;149172;Ossendrecht;1;Wassche Ven;NULL;NULL;NULL;Middag;VRMWB;" 51.4020209999999980";"  4.3331169999999997"
839401276;20150707;Brand;Natuur;NULL;2015-07-07 08:47:16.0000000;149747;Ossendrecht;1;Oost-Westdreef;NULL;NULL;NULL;Ochtend;VRMWB;" 51.4022399999999990";"  4.3324939999999996"
839217896;20150704;Brand;Natuur;NULL;2015-07-04 20:18:49.0000000;147383;Ossendrecht;1;O Lieve V ter Duinenln;NULL;NULL;NULL;Avond;VRMWB;" 51.3996440000000020";"  4.3337040000000000"
838763758;20150628;Brand;Natuur;NULL;2015-06-28 12:48:54.0000000;141329;Ossendrecht;1;O Lieve V ter Duinenln;NULL;NULL;NULL;Middag;VRMWB;" 51.3997930000000030";"  4.3362869999999996"
838827289;20150629;Brand;Natuur;NULL;2015-06-29 14:15:27.0000000;142162;Ossendrecht;1;Kruisdreef;NULL;NULL;NULL;Middag;VRMWB;" 51.4044159999999980";"  4.3325880000000003"
834954814;20150429;Brand;Natuur;NULL;2015-04-29 13:46:14.0000000;92404;Ossendrecht;1;Klein Brembrood;NULL;NULL;NULL;Middag;VRMWB;" 51.4132910000000010";"  4.3229379999999997"
1715108981;20250521;Brand;Natuur;Bos;2025-05-21 10:35:56.0000000;196644;Ossendrecht;1;O Lv Vrouw ter Duinenln;School Zuidwesthoek College;4641RM;201;Ochtend;VRMWB;" 51.4112001438707220";"  4.3384367001636797"
1713740893;20250512;Brand;Natuur;Bos;2025-05-12 13:31:48.0000000;183508;Ossendrecht;1;O Lv Vrouw ter Duinenln;NULL;NULL;NULL;Middag;VRMWB;" 51.4124739282035680";"  4.3411386575097461"
1713859441;20250513;Brand;Natuur;Bos;2025-05-13 07:51:15.0000000;184719;Ossendrecht;1;O Lv Vrouw ter Duinenln;NULL;NULL;NULL;Ochtend;VRMWB;" 51.4122154439154780";"  4.3403827158497261"
1710324065;20250419;Brand;Natuur;Bos;2025-04-19 18:20:23.0000000;150185;Ossendrecht;1;Pannenhoef;Politieacademie LOC Ossendrecht;4641ST;19;Avond;VRMWB;" 51.3837208105861190";"  4.3597550982890079"
1710658671;20250422;Brand;Natuur;Bos;2025-04-22 09:37:54.0000000;153499;Ossendrecht;2;Putseweg;Koningin Wilhelminakazerne;4641VA;80;Ochtend;VRMWB;" 51.3825215779529070";"  4.3716480075053132"
1728176816;20250812;Brand;Natuur;Bos;2025-08-12 21:00:54.0000000;324299;Ossendrecht;1;Putseweg;NULL;NULL;NULL;Avond;VRMWB;" 51.3827449090835560";"  4.3725193385136469"
1526608691;20220510;Brand;Natuur;Bos;2022-05-10 05:57:30.0000000;155793;Ossendrecht;1;Pannenhoef;School Politieacademie LOC Ossendrecht;4641ST;19;Nacht;VRMWB;" 51.3837300513090230";"  4.3597836220888055"
1524447920;20220421;Brand;Natuur;NULL;2022-04-21 16:32:02.0000000;133014;Ossendrecht;1;Bremweg;NULL;NULL;NULL;Middag;VRMWB;" 51.4096065889777240";"  4.3341754870307412"
1523554397;20220414;Brand;Natuur;Bos;2022-04-14 13:24:06.0000000;123603;Ossendrecht;1;Putseweg;NULL;4641VA;80;Middag;VRMWB;" 51.3872152225115850";"  4.3894879043815074"
1606613413;20230613;Brand;Natuur;NULL;2023-06-13 21:06:47.0000000;206126;Ossendrecht;1;O Lv Vrouw ter Duinenln;NULL;NULL;NULL;Avond;VRMWB;" 51.4088707223560490";"  4.3413075411926103"
1606580085;20230613;Brand;Natuur;Bos;2023-06-13 16:30:45.0000000;205785;Ossendrecht;1;O Lv Vrouw ter Duinenln;NULL;NULL;NULL;Middag;VRMWB;" 51.4093309170563090";"  4.3425044046263945"
713003242;20110426;Brand;Natuur;NULL;2011-04-26 17:05:32.0000000;79505;Ossendrecht;1;TRAMBAAN;NULL;NULL;NULL;Middag;VRMWB;" 51.4060479999999980";"  4.3202470000000002"
1015316121;20200519;Brand;Natuur;Bos;2020-05-19 19:04:53.0000000;119506;Ossendrecht;1;Pannenhoef;School Politieacademie LOC Ossendrecht;4641ST;19;Avond;VRMWB;" 51.3798480000000030";"  4.3555929999999998"
891406591;20170703;Brand;Natuur;NULL;2017-07-03 18:17:18.0000000;163775;Ossendrecht;1;Bergstraat;NULL;NULL;NULL;Avond;VRMWB;" 51.4087639999999980";"  4.3223539999999998"
891915771;20170709;Brand;Natuur;Bos;2017-07-09 14:42:44.0000000;170196;Ossendrecht;1;Pannenhoef;NULL;NULL;NULL;Middag;VRMWB;" 51.3869570000000020";"  4.3605039999999997"
963543545;20181102;Brand;Natuur;NULL;2018-11-02 10:26:53.0000000;274936;Ossendrecht;1;Putseweg;NULL;NULL;NULL;Ochtend;VRMWB;" 51.3835849999999970";"  4.3717560000000004"
1719590243;20250618;Brand;Natuur;Bos;2025-06-18 19:38:52.0000000;240243;Oosterhout;1;Burgemeester Materlaan;NULL;NULL;NULL;Avond;VRMWB;" 51.6189843341526000";"  4.8519003177914870"
1709376915;20250413;Brand;Natuur;Bos;2025-04-13 13:35:00.0000000;140998;Oosterhout;1;Tilburgse Baan;NULL;NULL;NULL;Middag;VRMWB;" 51.6172177690049590";"  4.8430699878327506"
1710174494;20250418;Brand;Natuur;Bos;2025-04-18 18:19:18.0000000;148730;Oosterhout;1;Burgemeester Materlaan;NULL;NULL;NULL;Avond;VRMWB;" 51.6186046475441810";"  4.8514282945401614"
766534067;20130221;Brand;Natuur;NULL;2013-02-21 14:03:21.0000000;36333;Ossendrecht;1;PUTSEWEG;NULL;4641VA;80;Middag;VRMWB;" 51.3812059999999990";"  4.3700140000000003"
842035829;20150813;Brand;Natuur;NULL;2015-08-13 12:40:58.0000000;181674;Oosterhout;1;Veekestraat;NULL;NULL;NULL;Middag;VRMWB;" 51.6343480000000030";"  4.8306899999999997"
870247946;20160917;Brand;Natuur;NULL;2016-09-17 14:32:54.0000000;224135;Oosterhout;1;Katjeskelder;Katjeskelder De;4904SG;1;Middag;VRMWB;" 51.6287129999999980";"  4.8327090000000004"
1606401562;20230612;Brand;Natuur;Bos;2023-06-12 16:07:23.0000000;204131;Oosterhout;1;Vraggelse Baan;NULL;NULL;NULL;Middag;VRMWB;" 51.6276842679659470";"  4.8229559733362182"
883147370;20170316;Brand;Natuur;NULL;2017-03-16 18:19:43.0000000;62329;Oosterhout;1;Lange Dreef;NULL;NULL;NULL;Avond;VRMWB;" 51.6134460000000030";"  4.8610499999999996"
1527700605;20220518;Brand;Natuur;Bos;2022-05-18 21:39:49.0000000;167427;Oosterhout;1;Kalbergseweg;NULL;NULL;NULL;Avond;VRMWB;" 51.6123729784234650";"  4.8548225575777044"
1476119526;20210608;Brand;Natuur;NULL;2021-06-08 09:09:54.0000000;181206;Oosterhout;1;Rotsvlinderhof;NULL;NULL;NULL;Ochtend;VRMWB;" 51.6392414537901270";"  4.8299773751899489"
1014389394;20200508;Brand;Natuur;NULL;2020-05-08 15:07:36.0000000;109647;Oosterhout;1;Steenbliklaan;NULL;NULL;NULL;Middag;VRMWB;" 51.6164380000000020";"  4.8937480000000004"
1437125544;20200914;Brand;Natuur;NULL;2020-09-14 16:42:36.0000000;323857;Oosterhout;1;Pannenhuisstraat;NULL;NULL;NULL;Middag;VRMWB;" 51.6405780644755410";"  4.8219141866229656"
981838564;20190626;Brand;Natuur;NULL;2019-06-26 19:06:08.0000000;149089;Oosterhout;1;Duiventorenlaan;NULL;NULL;NULL;Avond;VRMWB;" 51.6169060000000000";"  4.8982770000000002"
1435508820;20200901;Brand;Natuur;Bos;2020-09-01 10:26:16.0000000;307957;Oosterhout;1;Bergsebaan;NULL;NULL;NULL;Ochtend;VRMWB;" 51.6341269331826920";"  4.8262268999233928"
978413826;20190515;Brand;Natuur;NULL;2019-05-15 18:53:22.0000000;111846;Oosterhout;1;Steenbliklaan;NULL;NULL;NULL;Avond;VRMWB;" 51.6133219999999970";"  4.8881220000000001"
947575238;20180520;Brand;Natuur;NULL;2018-05-20 13:08:54.0000000;122293;Oosterhout;1;Ketenbaan;NULL;NULL;NULL;Middag;VRMWB;" 51.6115860000000030";"  4.8815580000000001"
952561261;20180718;Brand;Natuur;Bos;2018-07-18 16:51:37.0000000;178070;Oosterhout;1;Bergsebaan;NULL;4904ST;2;Middag;VRMWB;" 51.6320660000000020";"  4.8178489999999998"
954084803;20180727;Brand;Natuur;NULL;2018-07-27 17:50:22.0000000;187068;Oosterhout;1;Vijf Eikenweg;NULL;NULL;2900;Middag;VRMWB;" 51.6185290000000020";"  4.8803539999999996"
857022859;20160320;Brand;Natuur;Bos;2016-03-20 16:55:07.0000000;63396;Oisterwijk;1;Gemullehoekenweg;NULL;NULL;NULL;Middag;VRMWB;" 51.5776529999999980";"  5.2059959999999998"
1471940069;20210502;Brand;Natuur;NULL;2021-05-02 08:28:59.0000000;135136;Ossendrecht;1;GP258;NULL;NULL;NULL;Ochtend;VRMWB;" 51.3878337686245320";"  4.3892876093001334"
834367490;20150419;Brand;Natuur;NULL;2015-04-19 20:16:55.0000000;84995;Oisterwijk;1;Fransebaan;NULL;NULL;NULL;Avond;VRMWB;" 51.5551299999999980";"  5.2464300000000001"
838016619;20150616;Brand;Natuur;NULL;2015-06-16 22:59:46.0000000;131739;Oisterwijk;1;Rosepdreef;NULL;5062TB;17;Avond;VRMWB;" 51.5551450000000030";"  5.2440800000000003"
883842938;20170326;Brand;Natuur;NULL;2017-03-26 19:07:37.0000000;70739;Oisterwijk;1;Burg. van den Oeverweg;NULL;NULL;NULL;Avond;VRMWB;" 51.5718710000000020";"  5.2355029999999996"
887527245;20170516;Brand;Natuur;NULL;2017-05-16 17:50:39.0000000;114917;Oisterwijk;1;Scheibaan;NULL;NULL;NULL;Middag;VRMWB;" 51.5733869999999970";"  5.2268429999999997"
1725288969;20250724;Brand;Natuur;Bos;2025-07-24 17:52:15.0000000;296295;Oisterwijk;1;Vennelaan;NULL;NULL;NULL;Middag;VRMWB;" 51.5743551563148160";"  5.2199842742744940"
941740452;20180304;Brand;Natuur;NULL;2018-03-04 13:30:26.0000000;54718;Steenbergen;1;Boomdijk;NULL;NULL;NULL;Middag;VRMWB;" 51.5619530000000030";"  4.3405269999999998"
1015468315;20200521;Brand;Natuur;NULL;2020-05-21 16:31:02.0000000;121245;Steenbergen;1;Muggenpolderbaantje;NULL;NULL;NULL;Middag;VRMWB;" 51.5544549999999970";"  4.3244769999999999"
887511218;20170516;Brand;Natuur;NULL;2017-05-16 14:37:27.0000000;114720;Steenbergen;1;Boomdijk;NULL;NULL;NULL;Middag;VRMWB;" 51.5643660000000000";"  4.3388989999999996"
890408268;20170621;Brand;Natuur;NULL;2017-06-21 15:58:46.0000000;151230;Steenbergen;1;Kapelaan Kockstraat;NULL;NULL;NULL;Middag;VRMWB;" 51.5708080000000000";"  4.3315659999999996"
890764480;20170625;Brand;Natuur;NULL;2017-06-25 17:44:10.0000000;155695;Steenbergen;1;Boomdijk;NULL;NULL;NULL;Middag;VRMWB;" 51.5627649999999990";"  4.3417770000000004"
836693963;20150527;Brand;Natuur;NULL;2015-05-27 12:30:36.0000000;114573;Teteringen;1;Valkenstraat;NULL;NULL;NULL;Middag;VRMWB;" 51.6018949999999990";"  4.8316949999999999"
957541234;20180824;Brand;Natuur;NULL;2018-08-24 12:03:26.0000000;213306;Tilburg;1;Oude Rielsebaan;NULL;NULL;NULL;Middag;VRMWB;" 51.5550629999999970";"  5.0041019999999996"
954932825;20180806;Brand;Natuur;NULL;2018-08-06 21:42:36.0000000;197204;Tilburg;1;Oude Rielsebaan;NULL;NULL;NULL;Avond;VRMWB;" 51.5609770000000010";"  4.9983990000000000"
952646531;20180719;Brand;Natuur;NULL;2018-07-19 18:01:55.0000000;179033;Tilburg;1;Jozef Platteweg;NULL;NULL;NULL;Avond;VRMWB;" 51.5771960000000010";"  5.0246459999999997"
941123426;20180224;Brand;Natuur;NULL;2018-02-24 13:41:10.0000000;47719;Tilburg;1;Burg Letschertweg;NULL;NULL;25000;Middag;VRMWB;" 51.5888649999999980";"  4.9738600000000002"
