date,windVectorAvgSpeed,windDailyAvgSpeed,windHourlyMaxSpeed,windHourlyMinSpeed,tempDailyAvg,tempDailyMin,tempDailyMax,precipDailySum,airpresDailyAvg,airpresHourlyMax,airpresHourlyMin,humidDailyAvg,humidDailyMax,humidDailyMin,windVectorWeight,north,east,south,west,tempDailyAvg_mean_3,tempDailyAvg_mean_7,tempDailyMin_mean_3,tempDailyMin_mean_7,tempDailyMax_mean_3,tempDailyMax_mean_7,airpresDailyAvg_mean_3,airpresDailyAvg_mean_7,humidDailyAvg_mean_3,humidDailyAvg_mean_7,precipDailySum_sum_3,precipDailySum_sum_7,holiday_NL,workday,vacation_NL_North,vacation_NL_Central,vacation_NL_South,vacation_BE,vacation_GE,wildfire,year
2011-01-01,2.4,2.9,4.0,2.0,2.7,-1.1,6.1,0.3,10219,10232,10205,96,100,86,0.828,0.129,0.0,0.0,0.699,1.0,0.7,-2.5,-1.7,3.7,2.9,10242,10230,95,91,1,0,True,False,True,True,True,True,True,False,2011
2011-01-02,2.5,2.6,4.0,2.0,1.1,-2.4,5.1,-0.1,10245,10254,10231,90,97,74,0.962,0.224,0.0,0.0,0.738,1.7,0.7,-1.8,-1.9,4.6,3.0,10239,10229,94,91,0,0,False,False,True,True,True,True,True,False,2011
2011-01-03,1.7,1.8,3.0,1.0,0.9,-2.3,2.5,0.2,10234,10251,10210,96,98,93,0.944,0.0,0.0,0.304,0.64,1.6,1.0,-1.9,-1.9,4.6,3.3,10233,10231,94,92,0,0,False,True,False,False,False,True,True,False,2011
2011-01-04,4.0,4.1,6.0,2.0,0.1,-1.9,1.8,0.0,10165,10204,10128,85,96,78,0.976,0.0,0.0,0.792,0.184,0.7,0.9,-2.2,-2.0,3.1,3.3,10215,10228,90,93,0,1,False,True,False,False,False,True,True,False,2011
2011-01-05,5.5,5.7,8.0,4.0,0.4,-2.6,4.2,-0.1,10060,10126,9969,75,88,66,0.965,0.0,0.021,0.944,0.0,0.5,0.8,-2.3,-2.4,2.8,3.5,10153,10204,85,90,0,1,False,True,False,False,False,True,True,False,2011
2011-01-06,2.3,3.8,7.0,2.0,5.4,3.6,10.5,9.8,9956,10030,9914,97,99,91,0.605,0.0,0.0,0.424,0.182,2.0,1.7,-0.3,-1.2,5.5,4.7,10060,10162,86,91,10,10,False,True,False,False,False,True,True,False,2011
2011-01-07,2.3,3.1,5.0,1.0,5.5,0.5,10.1,1.8,10039,10059,10024,98,99,95,0.742,0.0,0.124,0.618,0.0,3.8,2.3,0.5,-0.9,8.3,5.8,10018,10131,90,91,12,12,False,True,False,False,False,True,True,False,2011
2011-01-08,5.1,5.9,10.0,1.0,9.5,5.6,12.4,2.1,10012,10050,9982,85,98,73,0.864,0.0,0.0,0.576,0.288,6.8,3.3,3.2,0.1,11.0,6.7,10002,10102,93,89,14,14,False,False,False,False,False,True,True,False,2011
2011-01-09,2.7,2.8,5.0,2.0,3.4,-1.1,6.3,0.0,10120,10195,10049,84,92,72,0.964,0.0,0.0,0.386,0.578,6.1,3.6,1.7,0.3,9.6,6.8,10057,10084,89,89,4,14,False,False,False,False,False,True,True,False,2011
2011-01-10,3.6,3.7,5.0,2.0,0.9,-3.2,4.9,0.0,10185,10213,10129,92,98,83,0.973,0.0,0.032,0.941,0.0,4.6,3.6,0.4,0.1,7.9,7.2,10106,10077,87,88,2,14,False,True,False,False,False,False,False,False,2011
2011-01-11,3.0,5.5,7.0,4.0,3.7,-0.4,6.3,1.5,10068,10146,10013,90,96,80,0.545,0.0,0.0,0.382,0.164,2.7,4.1,-1.6,0.3,5.8,7.8,10124,10063,89,89,2,15,False,True,False,False,False,False,False,False,2011
2011-01-12,3.9,4.3,7.0,2.0,6.4,2.7,10.1,15.0,10128,10177,10094,94,99,83,0.907,0.0,0.0,0.473,0.434,3.7,5.0,-0.3,1.1,7.1,8.7,10127,10073,92,91,17,30,False,True,False,False,False,False,False,False,2011
2011-01-13,4.8,4.9,7.0,3.0,11.0,9.8,12.3,18.3,10103,10117,10092,96,99,92,0.98,0.0,0.0,0.196,0.784,7.0,5.8,4.0,2.0,9.6,8.9,10100,10094,93,91,35,39,False,True,False,False,False,False,False,False,2011
2011-01-14,5.6,5.8,7.0,5.0,10.8,8.6,12.8,1.9,10116,10148,10103,90,95,85,0.966,0.0,0.0,0.344,0.622,9.4,6.5,7.0,3.1,11.7,9.3,10116,10105,93,90,35,39,False,True,False,False,False,False,False,False,2011
2011-01-15,5.1,5.2,7.0,3.0,9.2,7.9,10.2,-0.1,10195,10211,10160,84,91,77,0.981,0.0,0.0,0.567,0.414,10.3,6.5,8.8,3.5,11.8,9.0,10138,10131,90,90,20,37,False,False,False,False,False,False,False,False,2011
2011-01-16,5.1,5.1,7.0,3.0,9.3,6.1,13.3,0.0,10216,10222,10208,82,90,66,1.0,0.0,0.0,0.756,0.244,9.8,7.3,7.5,4.5,12.1,10.0,10176,10144,85,90,2,37,False,False,False,False,False,False,False,False,2011
2011-01-17,3.9,4.2,6.0,2.0,8.0,5.3,9.8,0.3,10211,10226,10192,90,94,85,0.929,0.0,0.0,0.65,0.279,8.8,8.3,6.4,5.7,11.1,10.7,10207,10148,85,89,0,37,False,True,False,False,False,False,False,False,2011
2011-01-18,2.0,3.0,5.0,1.0,5.3,3.9,6.9,6.5,10247,10301,10207,93,98,84,0.667,0.578,0.0,0.0,0.089,7.5,8.6,5.1,6.3,10.0,10.8,10225,10174,88,90,7,42,False,True,False,False,False,False,False,False,2011
2011-01-19,2.6,2.8,6.0,1.0,3.1,-0.6,6.5,2.0,10305,10313,10296,94,99,86,0.929,0.227,0.0,0.0,0.702,5.5,8.1,2.9,5.9,7.7,10.3,10254,10199,92,90,9,29,False,True,False,False,False,False,False,False,2011
2011-01-20,3.6,3.7,6.0,2.0,2.1,-1.5,5.2,-0.1,10323,10355,10298,87,95,71,0.973,0.973,0.0,0.0,0.0,3.5,6.8,0.6,4.2,6.2,9.2,10292,10230,91,89,8,11,False,True,False,False,False,False,False,True,2011
2011-01-21,1.1,1.7,3.0,0.0,0.4,-3.7,3.4,-0.1,10362,10372,10356,97,99,93,0.647,0.503,0.0,0.0,0.144,1.9,5.3,-1.9,2.5,5.0,7.9,10330,10266,93,90,2,9,False,True,False,False,False,False,False,False,2011
2011-01-22,3.3,3.5,5.0,2.0,4.6,3.2,6.1,-0.1,10320,10352,10305,90,98,82,0.943,0.922,0.0,0.0,0.021,2.4,4.7,-0.7,1.8,4.9,7.3,10335,10283,91,90,0,9,False,False,False,False,False,False,False,False,2011
2011-01-23,3.4,3.8,5.0,1.0,4.8,2.3,6.8,0.4,10286,10309,10271,94,99,90,0.895,0.806,0.0,0.0,0.09,3.3,4.0,0.6,1.3,5.4,6.4,10323,10293,94,92,0,9,False,False,False,False,False,False,False,False,2011
2011-01-24,3.0,3.4,5.0,2.0,5.3,4.1,6.9,0.9,10256,10277,10209,91,97,81,0.882,0.47,0.0,0.0,0.412,4.9,3.7,3.2,1.1,6.6,6.0,10287,10300,92,92,1,10,False,True,False,False,False,False,False,False,2011
2011-01-25,3.6,4.1,7.0,1.0,3.5,-2.5,7.0,1.9,10132,10199,10097,89,97,73,0.878,0.166,0.0,0.0,0.712,4.5,3.4,1.3,0.2,6.9,6.0,10225,10283,91,92,3,5,False,True,False,False,False,False,False,False,2011
2011-01-26,2.2,2.3,6.0,0.0,0.6,-3.1,4.4,0.0,10110,10165,10084,91,98,81,0.957,0.414,0.543,0.0,0.0,3.1,3.0,-0.5,-0.2,6.1,5.7,10166,10256,90,91,3,3,False,True,False,False,False,False,False,False,2011
2011-01-27,4.7,4.8,7.0,3.0,-0.1,-2.8,2.6,-0.1,10211,10242,10169,78,94,63,0.979,0.392,0.587,0.0,0.0,1.3,2.7,-2.8,-0.4,4.7,5.3,10151,10240,86,90,2,3,False,True,False,False,False,False,False,False,2011
2011-01-28,4.5,4.6,6.0,2.0,-2.0,-4.4,1.2,0.0,10234,10246,10222,77,88,68,0.978,0.272,0.706,0.0,0.0,-0.5,2.4,-3.4,-0.5,2.7,5.0,10185,10221,82,87,0,3,False,True,False,False,False,False,False,False,2011
2011-01-29,2.7,2.8,4.0,1.0,-3.4,-6.2,-0.1,0.0,10212,10220,10201,90,94,79,0.964,0.589,0.375,0.0,0.0,-1.8,1.2,-4.5,-1.8,1.2,4.1,10219,10206,82,87,0,3,False,False,False,False,False,False,False,False,2011
2011-01-30,3.3,3.4,5.0,1.0,-2.9,-8.4,0.2,0.0,10223,10239,10213,90,94,86,0.971,0.367,0.604,0.0,0.0,-2.8,0.1,-6.3,-3.3,0.4,3.2,10223,10197,86,87,0,3,False,False,False,False,False,False,False,False,2011
2011-01-31,1.0,1.8,2.0,1.0,-2.6,-3.8,-1.7,-0.1,10259,10271,10238,88,91,85,0.556,0.043,0.513,0.0,0.0,-3.0,-1.0,-6.1,-4.5,-0.5,1.9,10231,10197,89,86,0,2,False,True,False,False,False,False,False,False,2011
2011-02-01,3.3,3.4,5.0,2.0,-1.5,-4.2,1.1,0.5,10264,10281,10250,91,99,83,0.971,0.0,0.0,0.583,0.388,-2.3,-1.7,-5.5,-4.7,-0.1,1.1,10249,10216,90,86,0,0,False,True,False,False,False,False,False,False,2011
2011-02-02,4.7,4.8,7.0,3.0,2.9,1.1,4.5,0.3,10269,10292,10232,95,99,87,0.979,0.0,0.0,0.664,0.315,-0.4,-1.4,-2.3,-4.1,1.3,1.1,10264,10239,91,87,1,1,False,True,False,False,False,False,False,False,2011
2011-02-03,4.0,4.3,7.0,2.0,5.5,1.2,7.9,0.9,10241,10258,10209,90,97,73,0.93,0.0,0.0,0.455,0.475,2.3,-0.6,-0.6,-3.5,4.5,1.9,10258,10243,92,89,2,2,False,True,False,False,False,False,False,False,2011
2011-02-04,7.8,8.0,10.0,7.0,9.1,5.9,11.1,-0.1,10181,10204,10171,81,92,71,0.975,0.0,0.0,0.411,0.564,5.8,1.0,2.7,-2.1,7.8,3.3,10230,10236,89,89,1,2,False,True,False,False,False,False,False,False,2011
2011-02-05,8.7,8.8,10.0,8.0,11.1,10.5,11.6,0.0,10192,10209,10171,79,85,73,0.989,0.0,0.0,0.264,0.725,8.6,3.1,5.9,0.3,10.2,5.0,10205,10233,83,88,1,2,False,False,False,False,False,False,False,False,2011
2011-02-06,7.3,7.3,9.0,6.0,10.4,9.4,11.5,0.0,10223,10232,10212,72,82,66,1.0,0.0,0.0,0.3,0.7,10.2,5.0,8.6,2.9,11.4,6.6,10199,10233,77,85,0,2,False,False,False,False,False,False,False,False,2011
2011-02-07,5.2,5.7,7.0,3.0,8.8,6.8,10.8,-0.1,10172,10219,10138,73,80,63,0.912,0.0,0.0,0.385,0.527,10.1,6.6,8.9,4.4,11.3,8.4,10196,10220,75,83,0,2,False,True,False,False,False,False,False,False,2011
2011-02-08,1.6,1.9,3.0,0.0,4.1,-2.5,9.5,0.0,10230,10246,10184,79,94,56,0.842,0.0,0.0,0.056,0.786,7.8,7.4,4.6,4.6,10.6,9.6,10208,10215,75,81,0,1,False,True,False,False,False,False,False,False,2011
2011-02-09,2.2,2.3,4.0,1.0,3.8,-3.6,10.8,0.0,10213,10237,10186,79,94,47,0.957,0.0,0.138,0.819,0.0,5.6,7.5,0.2,4.0,10.4,10.5,10205,10207,77,79,0,1,False,True,False,False,False,False,False,False,2011
2011-02-10,4.3,4.4,6.0,3.0,8.0,4.9,10.9,7.6,10149,10185,10109,89,95,78,0.977,0.0,0.0,0.586,0.391,5.3,7.9,-0.4,4.5,10.4,10.9,10197,10194,82,79,8,7,False,True,False,False,False,False,False,False,2011
2011-02-11,2.5,3.0,5.0,1.0,9.1,6.7,10.8,16.0,10124,10143,10103,94,99,82,0.833,0.0,0.0,0.009,0.824,7.0,7.9,2.7,4.6,10.8,10.8,10162,10186,87,81,24,24,False,True,False,False,False,False,False,False,2011
2011-02-12,1.6,3.1,5.0,2.0,7.5,5.1,11.5,5.7,10121,10144,10102,95,97,81,0.516,0.0,0.12,0.396,0.0,8.2,7.4,5.6,3.8,11.1,10.8,10131,10176,93,83,29,29,False,False,False,False,False,False,False,False,2011
2011-02-13,3.1,3.4,6.0,2.0,5.7,2.6,8.7,0.0,10087,10123,10049,89,98,77,0.912,0.0,0.121,0.791,0.0,7.4,6.7,4.8,2.9,10.3,10.4,10111,10157,93,85,22,29,False,False,False,False,False,False,False,False,2011
2011-02-14,2.2,2.5,4.0,1.0,6.3,4.1,8.4,0.9,10045,10054,10035,90,98,81,0.88,0.0,0.078,0.802,0.0,6.5,6.4,3.9,2.5,9.5,10.1,10084,10138,91,88,7,30,False,True,False,False,False,False,False,False,2011
2011-02-15,3.7,3.8,5.0,2.0,5.3,1.9,8.8,0.9,9980,10027,9950,88,97,71,0.974,0.0,0.314,0.66,0.0,5.8,6.5,2.9,3.1,8.6,10.0,10037,10103,89,89,2,31,False,True,False,False,False,False,False,False,2011
2011-02-16,2.2,3.0,5.0,1.0,6.0,1.0,10.8,-0.1,9985,10004,9956,85,96,65,0.733,0.0,0.073,0.66,0.0,5.9,6.8,2.3,3.8,9.3,10.0,10003,10070,88,90,2,31,False,True,False,False,False,False,False,False,2011
2011-02-17,3.4,3.6,6.0,2.0,3.4,-1.1,10.2,0.0,10054,10117,10005,85,99,60,0.944,0.304,0.64,0.0,0.0,4.9,6.2,0.6,2.9,9.9,9.9,10006,10057,86,89,1,23,False,True,False,False,False,False,False,False,2011
2011-02-18,2.9,3.0,4.0,1.0,1.2,0.4,1.9,0.0,10151,10168,10120,83,87,79,0.967,0.075,0.892,0.0,0.0,3.5,5.1,0.1,2.0,7.6,8.6,10063,10060,84,88,0,7,False,True,False,False,False,False,False,False,2011
2011-02-19,4.0,4.1,6.0,3.0,3.3,1.5,6.1,0.2,10150,10164,10139,81,89,64,0.976,0.0,0.813,0.163,0.0,2.6,4.5,0.3,1.5,6.1,7.8,10118,10065,83,86,0,2,False,False,True,True,True,False,False,False,2011
2011-02-20,5.2,5.3,7.0,4.0,1.3,-1.5,3.3,-0.1,10161,10181,10143,75,86,68,0.981,0.022,0.959,0.0,0.0,1.9,3.8,0.1,0.9,3.8,7.1,10154,10075,80,84,0,2,False,False,True,True,True,False,False,False,2011
2011-02-21,4.2,4.3,5.0,2.0,-0.7,-3.4,3.5,0.0,10168,10182,10152,67,71,60,0.977,0.0,0.912,0.065,0.0,1.3,2.8,-1.1,-0.2,4.3,6.4,10160,10093,74,81,0,1,False,True,True,True,True,False,False,False,2011
2011-02-22,2.8,3.0,4.0,1.0,-1.6,-6.3,2.8,0.0,10190,10222,10160,66,79,53,0.933,0.0,0.819,0.114,0.0,-0.3,1.8,-3.7,-1.3,3.2,5.5,10173,10123,69,77,0,0,False,True,True,True,True,False,False,False,2011
2011-02-23,4.7,4.8,6.0,2.0,0.7,-2.7,3.7,3.5,10217,10232,10192,76,95,51,0.979,0.0,0.066,0.913,0.0,-0.5,1.1,-4.1,-1.9,3.3,4.5,10192,10156,70,76,4,4,False,True,True,True,True,False,False,False,2011
2011-02-24,2.4,2.8,6.0,1.0,5.9,1.6,9.5,1.2,10222,10265,10184,98,99,95,0.857,0.0,0.0,0.667,0.19,1.7,1.4,-2.5,-1.5,5.3,4.4,10210,10180,80,78,5,5,False,True,True,True,True,False,False,False,2011
2011-02-25,3.1,3.3,4.0,1.0,7.8,6.4,8.6,-0.1,10259,10277,10226,97,99,92,0.939,0.0,0.0,0.793,0.146,4.8,2.4,1.8,-0.6,7.3,5.4,10233,10195,90,80,5,5,False,True,True,True,True,False,False,False,2011
2011-02-26,3.6,5.4,7.0,4.0,7.4,6.0,9.3,5.5,10130,10215,10078,94,98,82,0.667,0.0,0.0,0.445,0.222,7.0,3.0,4.7,0.0,9.1,5.8,10204,10192,96,82,7,10,False,False,True,True,True,False,False,False,2011
2011-02-27,6.1,6.3,9.0,3.0,5.2,2.8,6.4,17.9,10145,10191,10108,93,96,90,0.968,0.355,0.0,0.0,0.613,6.8,3.5,5.1,0.6,8.1,6.3,10178,10190,95,84,23,28,False,False,True,True,True,False,False,False,2011
2011-02-28,2.5,2.7,4.0,1.0,2.6,1.7,3.5,0.4,10260,10320,10195,94,96,90,0.926,0.658,0.268,0.0,0.0,5.1,4.0,3.5,1.4,6.4,6.3,10178,10203,94,88,24,28,False,True,False,False,False,False,False,False,2011
2011-03-01,5.3,5.4,7.0,3.0,3.1,1.6,5.4,0.0,10353,10365,10324,90,94,84,0.981,0.644,0.337,0.0,0.0,3.6,4.7,2.0,2.5,5.1,6.6,10253,10227,92,92,18,28,False,True,False,False,False,False,False,False,2011
2011-03-02,5.3,5.4,7.0,4.0,2.5,-1.1,8.5,0.0,10342,10357,10329,76,91,51,0.981,0.447,0.534,0.0,0.0,2.7,4.9,0.7,2.7,5.8,7.3,10318,10244,87,92,0,25,False,True,False,False,False,False,False,False,2011
2011-03-03,4.8,4.8,6.0,4.0,1.4,-2.9,7.8,0.0,10328,10341,10312,74,91,43,1.0,0.567,0.433,0.0,0.0,2.3,4.3,-0.8,2.1,7.2,7.1,10341,10260,80,88,0,24,False,True,False,False,False,False,False,False,2011
2011-03-04,3.2,3.3,5.0,2.0,1.0,-3.8,7.4,0.0,10316,10334,10298,81,99,56,0.97,0.679,0.291,0.0,0.0,1.6,3.3,-2.6,0.6,7.9,6.9,10329,10268,77,86,0,24,False,True,False,False,False,False,False,False,2011
2011-03-05,3.2,3.2,5.0,1.0,2.3,-1.4,6.5,0.0,10293,10306,10279,88,98,75,1.0,0.656,0.344,0.0,0.0,1.6,2.6,-2.7,-0.4,7.2,6.5,10312,10291,81,85,0,18,False,False,False,False,False,True,False,False,2011
2011-03-06,3.2,3.4,6.0,1.0,1.9,-3.0,7.2,0.0,10312,10328,10302,73,93,44,0.941,0.534,0.407,0.0,0.0,1.7,2.1,-2.7,-1.3,7.0,6.6,10307,10315,81,82,0,0,False,False,False,False,False,True,False,False,2011
2011-03-07,3.5,3.7,6.0,2.0,2.9,-3.2,8.3,0.0,10312,10337,10277,49,76,29,0.946,0.0,0.746,0.2,0.0,2.4,2.2,-2.5,-2.0,7.3,7.3,10306,10322,70,76,0,0,False,True,False,False,False,True,False,False,2011
2011-03-08,2.7,3.2,6.0,2.0,4.5,-3.4,11.5,0.0,10220,10274,10165,53,75,36,0.844,0.0,0.0,0.712,0.132,3.1,2.4,-3.2,-2.7,9.0,8.2,10281,10303,58,71,0,0,False,True,False,False,False,True,False,False,2011
2011-03-09,4.1,4.4,7.0,2.0,7.1,4.6,10.3,-0.1,10155,10166,10145,76,89,56,0.932,0.0,0.0,0.249,0.683,4.8,3.0,-0.7,-1.9,10.0,8.4,10229,10277,59,71,0,0,False,True,False,False,False,True,False,False,2011
2011-03-10,6.0,6.1,7.0,3.0,7.8,4.4,9.9,0.2,10126,10156,10110,82,91,75,0.984,0.0,0.0,0.415,0.569,6.5,3.9,1.9,-0.8,10.6,8.7,10167,10248,70,72,0,0,False,True,False,False,False,True,False,True,2011
2011-03-11,3.4,3.8,7.0,1.0,7.8,3.0,11.2,0.0,10153,10169,10131,70,86,45,0.895,0.0,0.0,0.129,0.766,7.6,4.9,4.0,0.1,10.5,9.3,10145,10224,76,70,0,0,False,True,False,False,False,True,False,False,2011
2011-03-12,3.2,3.5,7.0,1.0,8.9,2.6,14.5,0.0,10065,10134,10028,72,92,50,0.914,0.0,0.101,0.813,0.0,8.2,5.8,3.3,0.7,11.9,10.4,10115,10192,75,68,0,0,False,False,False,False,False,True,False,False,2011
2011-03-13,3.7,3.8,5.0,1.0,10.5,8.9,13.3,0.5,10042,10084,10017,82,97,71,0.974,0.0,0.0,0.974,0.0,9.1,7.1,4.8,2.4,13.0,11.3,10087,10153,75,69,1,1,False,False,False,False,False,True,False,False,2011
2011-03-14,1.2,1.8,3.0,1.0,11.0,7.5,15.0,0.8,10148,10180,10090,89,99,71,0.667,0.215,0.452,0.0,0.0,10.1,8.2,6.3,3.9,14.3,12.2,10085,10130,81,75,1,1,False,True,False,False,False,False,False,False,2011
2011-03-15,4.7,4.8,6.0,3.0,11.5,7.7,16.3,0.0,10154,10177,10132,82,97,63,0.979,0.141,0.838,0.0,0.0,11.0,9.2,8.0,5.5,14.9,12.9,10115,10120,84,79,1,1,False,True,False,False,False,False,False,False,2011
2011-03-16,5.7,5.8,8.0,4.0,7.6,4.9,11.4,0.0,10108,10136,10083,83,93,72,0.983,0.35,0.633,0.0,0.0,10.0,9.3,6.7,5.6,14.2,13.1,10137,10114,85,80,1,2,False,True,False,False,False,False,False,False,2011
2011-03-17,3.3,4.2,5.0,3.0,5.4,4.4,7.0,-0.1,10125,10186,10086,90,95,85,0.786,0.542,0.0,0.0,0.244,8.2,9.0,5.7,5.6,11.6,12.7,10129,10114,85,81,0,1,False,True,False,False,False,False,False,False,2011
2011-03-18,0.5,2.8,6.0,1.0,6.2,4.7,7.7,6.6,10224,10268,10192,93,99,88,0.179,0.093,0.0,0.0,0.086,6.4,8.7,4.7,5.8,8.7,12.2,10152,10124,89,84,7,8,False,True,False,False,False,False,False,False,2011
2011-03-19,2.7,2.8,5.0,0.0,4.6,-2.3,9.9,-0.1,10331,10351,10274,77,97,46,0.964,0.696,0.268,0.0,0.0,5.4,8.1,2.3,5.1,8.2,11.5,10227,10162,87,85,6,8,False,False,False,False,False,False,False,False,2011
2011-03-20,0.3,0.7,2.0,0.0,3.9,-2.7,11.7,0.0,10341,10348,10330,66,93,32,0.429,0.0,0.405,0.024,0.0,4.9,7.2,-0.1,3.5,9.8,11.3,10299,10204,79,83,7,7,False,False,False,False,False,False,False,False,2011
2011-03-21,0.4,1.3,2.0,0.0,5.7,-3.2,14.5,0.0,10351,10362,10340,65,91,30,0.308,0.0,0.0,0.082,0.226,4.7,6.4,-2.7,1.9,12.0,11.2,10341,10233,69,79,0,6,False,True,False,False,False,False,False,True,2011
2011-03-22,1.7,1.8,4.0,0.0,7.9,-0.8,15.6,0.0,10377,10400,10359,73,94,44,0.944,0.87,0.074,0.0,0.0,5.8,5.9,-2.2,0.7,13.9,11.1,10356,10265,68,78,0,6,False,True,False,False,False,False,False,False,2011
2011-03-23,2.2,2.2,4.0,1.0,7.8,0.4,14.9,0.0,10396,10416,10382,84,99,62,1.0,0.656,0.344,0.0,0.0,7.1,5.9,-1.2,0.1,15.0,11.6,10375,10306,74,78,0,6,False,True,False,False,False,False,False,True,2011
2011-03-24,2.0,2.2,4.0,1.0,9.5,0.6,16.7,0.0,10339,10382,10271,75,94,53,0.909,0.404,0.505,0.0,0.0,8.4,6.5,0.1,-0.5,15.7,13.0,10371,10337,77,76,0,6,False,True,False,False,False,False,False,False,2011
2011-03-25,2.1,2.3,4.0,1.0,9.5,3.5,15.4,0.0,10202,10262,10170,76,98,50,0.913,0.73,0.183,0.0,0.0,8.9,7.0,1.5,-0.6,15.7,14.1,10312,10334,78,74,0,0,False,True,False,False,False,False,False,True,2011
2011-03-26,2.1,2.2,4.0,0.0,5.3,0.4,8.4,0.1,10174,10184,10167,85,96,78,0.955,0.361,0.594,0.0,0.0,8.1,7.1,1.5,-0.3,13.5,13.9,10238,10311,79,75,0,0,False,False,False,False,False,False,False,False,2011
2011-03-27,2.5,2.9,4.0,2.0,7.9,4.1,13.5,0.0,10142,10166,10123,68,81,48,0.862,0.422,0.44,0.0,0.0,7.6,7.7,2.7,0.7,12.4,14.1,10173,10283,76,75,0,0,False,False,False,False,False,False,False,False,2011
2011-03-28,2.3,2.5,4.0,0.0,5.6,-2.1,11.9,0.0,10164,10179,10137,74,93,53,0.92,0.798,0.122,0.0,0.0,6.3,7.6,0.8,0.9,11.3,13.8,10160,10256,76,76,0,0,False,True,False,False,False,False,False,True,2011
2011-03-29,0.4,1.0,2.0,0.0,7.1,-1.7,16.0,0.0,10150,10173,10131,69,97,36,0.4,0.0,0.0,0.236,0.164,6.9,7.5,0.1,0.7,13.8,13.8,10152,10224,70,76,0,0,False,True,False,False,False,False,False,False,2011
2011-03-30,2.9,3.0,6.0,0.0,9.1,1.0,15.2,0.7,10134,10141,10129,85,96,69,0.967,0.0,0.0,0.698,0.269,7.3,7.7,-0.9,0.8,14.4,13.9,10149,10186,76,76,1,1,False,True,False,False,False,False,False,False,2011
2011-03-31,5.2,5.5,8.0,3.0,12.2,10.1,14.4,3.0,10137,10185,10115,89,97,79,0.945,0.0,0.0,0.409,0.536,9.5,8.1,3.1,2.2,15.2,13.5,10140,10158,81,78,4,4,False,True,False,False,False,False,False,False,2011
2011-04-01,3.7,4.0,5.0,3.0,13.5,11.2,16.6,-0.1,10204,10217,10191,86,93,75,0.925,0.0,0.0,0.442,0.483,11.6,8.7,7.4,3.3,15.4,13.7,10158,10158,87,79,4,4,False,True,False,False,False,False,False,False,2011
2011-04-02,3.0,4.4,7.0,3.0,16.0,9.5,24.4,1.2,10133,10187,10096,71,95,37,0.682,0.0,0.0,0.561,0.121,13.9,10.2,10.3,4.6,18.5,16.0,10158,10152,82,77,4,5,False,False,False,False,False,False,False,False,2011
2011-04-03,2.4,2.6,6.0,1.0,11.4,8.9,15.5,1.7,10139,10164,10119,79,97,53,0.923,0.0,0.0,0.102,0.821,13.6,10.7,9.9,5.3,18.8,16.3,10159,10152,79,79,3,6,False,False,False,False,False,False,False,True,2011
2011-04-04,3.7,3.9,6.0,2.0,10.3,7.7,14.7,0.0,10211,10242,10163,72,90,51,0.949,0.0,0.0,0.148,0.801,12.6,11.4,8.7,6.7,18.2,16.7,10161,10158,74,79,3,6,False,True,False,False,False,False,False,False,2011
2011-04-05,4.6,4.8,7.0,3.0,9.6,6.2,12.8,-0.1,10239,10254,10230,73,87,53,0.958,0.0,0.0,0.511,0.447,10.4,11.7,7.6,7.8,14.3,16.2,10196,10171,75,79,2,6,False,True,False,False,False,False,False,False,2011
2011-04-06,3.5,3.9,6.0,2.0,16.3,11.2,21.6,0.0,10259,10274,10243,72,95,43,0.897,0.0,0.0,0.219,0.678,12.1,12.8,8.4,9.3,16.4,17.1,10236,10189,72,77,0,6,False,True,False,False,False,False,False,True,2011
2011-04-07,3.0,3.7,7.0,1.0,13.3,6.5,18.2,0.0,10258,10276,10234,75,93,57,0.811,0.298,0.0,0.0,0.513,13.1,12.9,8.0,8.7,17.5,17.7,10252,10206,73,75,0,3,False,True,False,False,False,False,False,True,2011
2011-04-08,2.7,2.9,6.0,1.0,11.2,4.6,17.4,0.0,10259,10275,10243,71,96,44,0.931,0.372,0.0,0.0,0.559,13.6,12.6,7.4,7.8,19.1,17.8,10259,10214,73,73,0,3,False,True,False,False,False,False,False,True,2011
2011-04-09,2.7,3.0,5.0,1.0,9.9,3.1,16.9,0.0,10258,10277,10241,73,97,36,0.9,0.69,0.21,0.0,0.0,11.5,11.7,4.7,6.9,17.5,16.7,10258,10232,73,74,0,2,False,False,False,False,False,True,False,True,2011
2011-04-10,2.6,2.7,4.0,0.0,11.6,3.0,19.8,0.0,10244,10257,10231,58,85,37,0.963,0.321,0.642,0.0,0.0,10.9,11.7,3.6,6.0,18.0,17.3,10254,10247,67,71,0,0,False,False,False,False,False,True,False,False,2011
2011-04-11,2.8,3.3,8.0,0.0,13.5,4.5,22.3,2.1,10198,10225,10176,67,95,38,0.848,0.075,0.0,0.0,0.773,11.7,12.2,3.5,5.6,19.7,18.4,10233,10245,66,70,2,2,False,True,False,False,False,True,False,False,2011
2011-04-12,5.3,5.6,9.0,2.0,8.1,3.5,11.8,2.5,10249,10276,10196,75,90,53,0.946,0.368,0.0,0.0,0.578,11.1,12.0,3.7,5.2,18.0,18.3,10230,10246,67,70,5,5,False,True,False,False,False,True,False,False,2011
