date,windVectorAvgSpeed,windDailyAvgSpeed,windHourlyMaxSpeed,windHourlyMinSpeed,tempDailyAvg,tempDailyMin,tempDailyMax,precipDailySum,airpresDailyAvg,airpresHourlyMax,airpresHourlyMin,humidDailyAvg,humidDailyMax,humidDailyMin,windVectorWeight,north,east,south,west,tempDailyAvg_mean_3,tempDailyAvg_mean_7,tempDailyMin_mean_3,tempDailyMin_mean_7,tempDailyMax_mean_3,tempDailyMax_mean_7,airpresDailyAvg_mean_3,airpresDailyAvg_mean_7,humidDailyAvg_mean_3,humidDailyAvg_mean_7,precipDailySum_sum_3,precipDailySum_sum_7,holiday_NL,workday,vacation_NL_North,vacation_NL_Central,vacation_NL_South,vacation_BE,vacation_GE,wildfire,year
2016-10-27,3.2,3.2,4.0,3.0,11.5,8.0,14.2,0.0,10318,10330,10304,93,100,79,1.0,0.0,0.0,0.544,0.456,9.9,7.7,6.3,3.4,12.5,11.3,10282,10202,91,92,0,0,False,True,False,False,True,False,False,False,2016
2016-10-28,3.0,3.1,4.0,2.0,12.9,12.2,13.9,0.2,10330,10349,10310,91,98,85,0.968,0.0,0.0,0.269,0.699,11.2,8.5,7.8,4.8,13.8,11.7,10313,10227,91,92,0,0,False,True,False,False,True,False,False,False,2016
2016-10-29,0.7,1.2,3.0,0.0,11.0,4.7,15.8,0.0,10342,10357,10328,90,99,70,0.583,0.402,0.0,0.0,0.181,11.8,9.3,8.3,5.5,14.6,12.4,10330,10255,91,92,0,0,False,False,False,False,True,True,False,False,2016
2016-10-30,0.6,0.8,2.0,0.0,9.3,3.6,16.0,0.0,10309,10327,10298,90,100,63,0.75,0.242,0.509,0.0,0.0,11.1,10.1,6.8,6.4,15.2,13.3,10327,10280,90,91,0,0,False,False,False,False,True,True,False,False,2016
2016-10-31,0.4,0.8,2.0,0.0,8.7,3.2,16.7,0.0,10276,10296,10246,90,100,60,0.5,0.094,0.406,0.0,0.0,9.7,10.2,3.8,6.1,16.2,14.3,10309,10300,90,91,0,0,False,True,False,False,False,True,False,False,2016
2016-11-01,1.1,2.0,6.0,0.0,8.4,2.9,14.5,-0.1,10214,10240,10197,94,100,82,0.55,0.287,0.0,0.0,0.263,8.8,10.1,3.2,5.4,15.7,14.9,10266,10297,91,91,0,0,False,True,False,False,False,True,False,False,2016
2016-11-02,2.7,2.9,5.0,1.0,7.6,3.5,11.1,2.3,10201,10212,10191,90,99,70,0.931,0.0,0.0,0.114,0.817,8.2,9.9,3.2,5.4,14.1,14.6,10230,10284,91,91,2,2,False,True,False,False,False,True,False,False,2016
2016-11-03,2.1,2.3,4.0,1.0,6.9,2.3,11.6,0.2,10207,10223,10179,93,100,76,0.913,0.0,0.0,0.487,0.426,7.6,9.3,2.9,4.6,12.4,14.2,10207,10268,92,91,2,3,False,True,False,False,False,True,False,False,2016
2016-11-04,3.7,3.8,5.0,2.0,7.4,5.7,10.2,0.7,10107,10172,10034,85,93,73,0.974,0.0,0.0,0.822,0.152,7.3,8.5,3.8,3.7,11.0,13.7,10172,10237,89,90,3,3,False,True,False,False,False,True,False,False,2016
2016-11-05,2.7,2.9,4.0,2.0,7.1,4.6,10.9,1.3,10008,10026,9998,92,98,72,0.931,0.0,0.0,0.403,0.528,7.1,7.9,4.2,3.7,10.9,13.0,10107,10189,90,91,2,4,False,False,False,False,False,True,False,False,2016
2016-11-06,3.4,3.5,5.0,3.0,5.6,4.1,7.4,5.6,9995,10008,9986,93,98,88,0.971,0.0,0.0,0.464,0.507,6.7,7.4,4.8,3.8,9.5,11.8,10037,10144,90,91,8,10,False,False,False,False,False,True,False,False,2016
2016-11-07,2.1,2.8,5.0,1.0,5.0,3.6,6.4,2.7,10071,10104,10014,93,98,86,0.75,0.575,0.175,0.0,0.0,5.9,6.9,4.1,3.8,8.2,10.3,10025,10115,93,91,10,13,False,True,False,False,False,False,False,False,2016
2016-11-08,1.7,2.5,4.0,0.0,3.1,-1.3,6.8,0.3,10091,10105,10061,88,98,71,0.68,0.0,0.0,0.544,0.136,4.6,6.1,2.1,3.2,6.9,9.2,10052,10097,91,91,9,13,False,True,False,False,False,False,False,False,2016
2016-11-09,2.1,2.4,4.0,0.0,3.5,-0.3,5.1,7.2,10013,10057,9988,96,98,94,0.875,0.0,0.476,0.399,0.0,3.9,5.5,0.7,2.7,6.1,8.3,10058,10070,92,91,10,18,False,True,False,False,False,False,False,False,2016
2016-11-10,1.1,2.0,3.0,1.0,5.9,3.3,7.7,10.3,10049,10070,10034,96,98,89,0.55,0.0,0.0,0.293,0.257,4.2,5.4,0.6,2.8,6.5,7.8,10051,10048,93,92,18,28,False,True,False,False,False,False,False,False,2016
2016-11-11,3.5,3.6,6.0,0.0,2.3,-4.0,6.7,-0.1,10197,10256,10083,87,98,69,0.972,0.832,0.14,0.0,0.0,3.9,4.6,-0.3,1.4,6.5,7.3,10086,10061,93,92,17,27,False,True,False,False,False,False,False,False,2016
2016-11-12,2.7,2.6,4.0,0.0,2.0,-4.2,5.5,2.5,10228,10252,10212,90,98,80,1.038,0.0,0.519,0.519,0.0,3.4,3.9,-1.6,0.2,6.6,6.5,10158,10092,91,92,13,29,False,False,False,False,False,False,False,False,2016
2016-11-13,2.1,2.4,3.0,1.0,3.8,0.8,5.5,2.3,10257,10310,10215,97,100,93,0.875,0.0,0.632,0.243,0.0,2.7,3.7,-2.5,-0.3,5.9,6.2,10227,10129,91,92,5,25,False,False,False,False,False,False,False,False,2016
2016-11-14,3.0,3.3,6.0,1.0,3.6,-1.5,6.6,2.1,10304,10329,10263,98,100,96,0.909,0.0,0.0,0.828,0.081,3.1,3.5,-1.6,-1.0,5.9,6.3,10263,10163,95,93,7,25,False,True,False,False,False,False,False,False,2016
2016-11-15,3.2,3.3,5.0,2.0,10.3,6.6,12.4,4.3,10241,10260,10216,98,100,98,0.97,0.0,0.0,0.517,0.453,5.9,4.5,2.0,0.1,8.2,7.1,10267,10184,98,95,9,29,False,True,False,False,False,False,False,False,2016
2016-11-16,3.6,3.8,5.0,2.0,12.4,9.1,14.2,12.2,10144,10207,10100,92,98,82,0.947,0.0,0.0,0.389,0.558,8.8,5.8,4.7,1.4,11.1,8.4,10230,10203,96,94,19,34,False,True,False,False,False,False,False,False,2016
2016-11-17,5.0,5.2,9.0,2.0,9.6,7.2,11.8,8.9,10022,10093,9944,89,97,76,0.962,0.0,0.0,0.631,0.331,10.8,6.3,7.6,2.0,12.8,9.0,10136,10199,93,93,25,32,False,True,False,False,False,False,False,False,2016
2016-11-18,4.8,4.9,7.0,3.0,5.4,2.5,7.5,12.6,9977,10030,9932,88,95,78,0.98,0.0,0.0,0.654,0.326,9.1,6.7,6.3,2.9,11.2,9.1,10048,10168,90,93,34,45,False,True,False,False,False,False,False,False,2016
2016-11-19,5.3,5.6,7.0,4.0,6.0,4.2,7.8,-0.1,10038,10059,10012,80,87,73,0.946,0.0,0.0,0.778,0.168,7.0,7.3,4.6,4.1,9.0,9.4,10012,10140,86,92,21,42,False,False,False,False,False,False,False,False,2016
2016-11-20,5.2,6.5,13.0,1.0,9.3,5.5,13.0,8.1,9939,9999,9861,76,98,59,0.8,0.0,0.0,0.755,0.045,6.9,8.1,4.1,4.8,9.4,10.5,9985,10095,81,89,21,48,False,False,False,False,False,False,False,False,2016
2016-11-21,4.9,5.0,7.0,2.0,12.5,9.0,14.5,4.1,9974,9995,9955,85,98,72,0.98,0.0,0.294,0.686,0.0,9.3,9.4,6.2,6.3,11.8,11.6,9984,10048,80,87,12,50,False,True,False,False,False,False,False,False,2016
2016-11-22,5.7,5.8,8.0,1.0,10.8,5.1,13.9,0.0,10081,10150,9996,77,98,62,0.983,0.0,0.0,0.928,0.055,10.9,9.4,6.5,6.1,13.8,11.8,9998,10025,79,84,12,46,False,True,False,False,False,False,False,False,2016
2016-11-23,3.0,3.1,6.0,0.0,8.3,3.2,12.2,-0.1,10175,10203,10151,93,98,82,0.968,0.56,0.408,0.0,0.0,10.5,8.8,5.8,5.2,13.5,11.5,10077,10029,85,84,4,34,False,True,False,False,False,False,False,False,2016
2016-11-24,6.6,6.7,8.0,5.0,7.5,4.0,9.6,0.0,10217,10226,10204,81,93,72,0.985,0.514,0.471,0.0,0.0,8.9,8.5,4.1,4.8,11.9,11.2,10158,10057,84,83,0,25,False,True,False,False,False,False,False,False,2016
2016-11-25,4.7,4.8,7.0,2.0,3.6,-0.5,8.1,0.0,10212,10219,10202,75,89,53,0.979,0.413,0.566,0.0,0.0,6.5,8.3,2.2,4.4,10.0,11.3,10201,10091,83,81,0,12,False,True,False,False,False,False,False,False,2016
2016-11-26,1.4,1.6,3.0,0.0,0.5,-2.8,3.9,0.0,10205,10217,10195,93,99,84,0.875,0.593,0.282,0.0,0.0,3.9,7.5,0.2,3.4,7.2,10.7,10211,10115,83,83,0,12,False,False,False,False,False,False,False,False,2016
2016-11-27,1.8,2.3,4.0,1.0,5.1,1.4,9.6,0.1,10226,10259,10201,87,99,70,0.783,0.696,0.0,0.0,0.087,3.1,6.9,-0.6,2.8,7.2,10.3,10214,10156,85,84,0,4,False,False,False,False,False,False,False,False,2016
2016-11-28,3.5,3.7,6.0,2.0,0.2,-3.9,4.7,0.0,10314,10344,10263,79,92,56,0.946,0.358,0.588,0.0,0.0,1.9,5.1,-1.8,0.9,6.1,8.9,10248,10204,86,84,0,0,False,True,False,False,False,False,False,False,2016
2016-11-29,1.1,1.5,2.0,0.0,-2.6,-7.1,3.9,0.0,10348,10359,10339,84,97,52,0.733,0.196,0.537,0.0,0.0,0.9,3.2,-3.2,-0.8,6.1,7.4,10296,10242,83,85,0,0,False,True,False,False,False,False,False,False,2016
2016-11-30,2.5,2.6,4.0,1.0,0.6,-7.3,6.3,0.0,10325,10341,10305,82,95,65,0.962,0.0,0.0,0.481,0.481,-0.6,2.1,-6.1,-2.3,5.0,6.6,10329,10264,82,83,0,0,False,True,False,False,False,False,False,False,2016
2016-12-01,2.9,3.0,4.0,2.0,5.9,3.4,7.7,0.0,10270,10304,10245,93,95,90,0.967,0.0,0.0,0.387,0.58,1.3,1.9,-3.7,-2.4,6.0,6.3,10314,10271,86,85,0,0,False,True,False,False,False,False,False,False,2016
2016-12-02,1.8,2.7,4.0,1.0,6.0,-1.5,10.4,1.1,10244,10255,10236,93,99,80,0.667,0.386,0.0,0.0,0.281,4.2,2.2,-1.8,-2.5,8.1,6.6,10280,10276,89,87,1,1,False,True,False,False,False,False,False,False,2016
2016-12-03,0.6,0.8,2.0,0.0,-0.4,-4.8,6.7,0.0,10266,10274,10255,95,100,75,0.75,0.316,0.434,0.0,0.0,3.8,2.1,-1.0,-2.8,8.3,7.0,10260,10285,94,88,1,1,False,False,False,False,False,False,False,False,2016
2016-12-04,3.3,3.3,5.0,2.0,-1.0,-4.6,3.9,0.0,10267,10276,10259,81,98,58,1.0,0.067,0.933,0.0,0.0,1.5,1.2,-3.6,-3.7,7.0,6.2,10259,10291,90,87,1,1,False,False,False,False,False,False,False,False,2016
2016-12-05,0.8,1.0,2.0,0.0,-1.1,-4.7,5.6,0.0,10266,10278,10257,85,98,65,0.8,0.0,0.534,0.266,0.0,-0.8,1.1,-4.7,-3.8,5.4,6.4,10266,10284,87,88,0,1,False,True,False,False,False,False,False,False,2016
2016-12-06,1.2,1.3,2.0,0.0,0.7,-5.7,7.6,0.0,10299,10310,10281,90,98,72,0.923,0.0,0.307,0.616,0.0,-0.5,1.5,-5.0,-3.6,5.7,6.9,10277,10277,85,88,0,1,False,True,False,False,False,False,False,False,2016
2016-12-07,3.9,4.0,5.0,3.0,6.7,1.4,10.1,0.0,10296,10303,10289,77,92,69,0.975,0.0,0.0,0.769,0.206,2.1,2.4,-3.0,-2.4,7.8,7.4,10287,10273,84,88,0,1,False,True,False,False,False,False,False,False,2016
2016-12-08,4.5,4.5,6.0,4.0,8.2,6.4,10.2,-0.1,10278,10292,10261,69,78,59,1.0,0.0,0.0,0.733,0.267,5.2,2.7,0.7,-1.9,9.3,7.8,10291,10274,79,84,0,1,False,True,False,False,False,False,False,False,2016
2016-12-09,3.6,3.7,4.0,3.0,8.9,6.4,11.8,0.0,10274,10285,10254,86,95,79,0.973,0.0,0.0,0.66,0.313,7.9,3.1,4.7,-0.8,10.7,8.0,10283,10278,77,83,0,0,False,True,False,False,False,False,False,False,2016
2016-12-10,3.7,3.8,6.0,3.0,7.3,4.6,9.0,1.9,10221,10251,10159,94,100,87,0.974,0.0,0.0,0.671,0.303,8.1,4.2,5.8,0.5,10.3,8.3,10258,10272,83,83,2,2,False,False,False,False,False,False,False,False,2016
2016-12-11,3.9,4.2,8.0,2.0,8.2,6.4,10.1,1.5,10215,10242,10150,90,96,80,0.929,0.0,0.0,0.062,0.867,8.1,5.6,5.8,2.1,10.3,9.2,10237,10264,90,84,3,3,False,False,False,False,False,False,False,False,2016
2016-12-12,2.2,2.4,4.0,1.0,5.7,-0.1,7.7,-0.1,10254,10264,10244,93,100,84,0.917,0.0,0.0,0.774,0.143,7.1,6.5,3.6,2.8,8.9,9.5,10230,10262,92,86,3,3,False,True,False,False,False,False,False,False,2016
2016-12-13,3.1,3.2,4.0,2.0,6.7,5.5,7.8,0.9,10233,10241,10228,96,100,87,0.969,0.0,0.0,0.807,0.162,6.9,7.4,3.9,4.4,8.5,9.5,10234,10253,93,86,2,4,False,True,False,False,False,False,False,False,2016
2016-12-14,1.8,2.2,3.0,1.0,7.2,3.7,11.0,0.0,10235,10248,10224,94,100,77,0.818,0.0,0.209,0.609,0.0,6.5,7.5,3.0,4.7,8.8,9.7,10241,10244,94,89,1,4,False,True,False,False,False,False,False,False,2016
2016-12-15,2.9,2.9,4.0,2.0,5.4,3.7,7.5,0.0,10242,10253,10231,98,100,95,1.0,0.0,0.667,0.333,0.0,6.4,7.1,4.3,4.3,8.8,9.3,10237,10239,96,93,1,4,False,True,False,False,False,False,False,False,2016
2016-12-16,2.1,2.2,3.0,1.0,5.5,3.2,8.5,0.0,10279,10331,10236,89,96,79,0.955,0.0,0.552,0.403,0.0,6.0,6.6,3.5,3.9,9.0,8.8,10252,10240,94,93,0,4,False,True,False,False,False,False,False,False,2016
2016-12-17,1.8,2.0,2.0,1.0,5.9,2.3,7.9,-0.1,10371,10396,10335,95,98,90,0.9,0.0,0.0,0.46,0.44,5.6,6.4,3.1,3.5,8.0,8.6,10297,10261,94,94,0,2,False,False,False,False,False,False,False,False,2016
2016-12-18,1.9,2.1,3.0,1.0,7.0,4.3,8.7,0.0,10352,10382,10315,95,100,89,0.905,0.0,0.0,0.171,0.734,6.1,6.2,3.3,3.2,8.4,8.4,10334,10281,93,94,0,1,False,False,False,False,False,False,False,False,2016
2016-12-19,2.0,2.1,3.0,0.0,5.1,-0.6,8.2,0.0,10282,10315,10259,91,100,73,0.952,0.0,0.931,0.021,0.0,6.0,6.1,2.0,3.2,8.3,8.5,10335,10285,94,94,0,1,False,True,False,False,False,False,False,False,2016
2016-12-20,1.4,2.2,3.0,1.0,0.0,-3.6,3.9,0.0,10233,10260,10218,92,97,79,0.636,0.0,0.382,0.254,0.0,4.0,5.2,0.0,1.9,6.9,8.0,10289,10285,93,93,0,0,False,True,False,False,False,False,False,False,2016
2016-12-21,5.0,5.1,7.0,2.0,3.8,-1.9,7.1,3.5,10242,10257,10230,87,97,73,0.98,0.0,0.0,0.871,0.109,3.0,4.7,-2.0,1.1,6.4,7.4,10252,10286,90,92,4,3,False,True,False,False,False,False,False,False,2016
2016-12-22,2.9,3.0,5.0,2.0,5.8,4.3,6.8,4.7,10282,10319,10250,97,98,96,0.967,0.0,0.0,0.634,0.333,3.2,4.7,-0.4,1.1,5.9,7.3,10252,10292,92,92,8,8,False,True,False,False,False,False,False,False,2016
2016-12-23,5.3,5.4,8.0,3.0,5.7,3.4,8.6,1.0,10292,10331,10228,90,97,78,0.981,0.0,0.0,0.774,0.207,5.1,4.8,1.9,1.2,7.5,7.3,10272,10293,91,92,9,9,False,True,False,False,False,False,True,False,2016
2016-12-24,4.9,5.0,6.0,3.0,7.9,6.7,9.2,1.3,10250,10259,10231,85,95,75,0.98,0.0,0.0,0.326,0.654,6.5,5.0,4.8,1.8,8.2,7.5,10275,10276,91,91,7,11,False,False,True,True,True,True,True,False,2016
2016-12-25,5.5,5.5,6.0,4.0,10.3,8.1,11.8,1.3,10238,10251,10231,90,98,85,1.0,0.0,0.0,0.444,0.556,8.0,5.5,6.1,2.3,9.9,7.9,10260,10260,88,90,4,12,True,False,True,True,True,True,True,False,2016
2016-12-26,5.0,5.4,10.0,3.0,7.7,3.7,11.8,1.3,10291,10363,10223,78,94,63,0.926,0.0,0.0,0.103,0.823,8.6,5.9,6.2,3.0,10.9,8.5,10260,10261,84,88,4,13,True,True,True,True,True,True,True,False,2016
2016-12-27,2.4,2.5,5.0,1.0,4.7,0.8,8.9,0.0,10419,10454,10365,90,99,80,0.96,0.0,0.0,0.16,0.8,7.6,6.6,4.2,3.6,10.8,9.2,10316,10288,86,88,3,13,False,True,True,True,True,True,True,False,2016
2016-12-28,1.1,1.5,2.0,0.0,1.2,-3.8,3.1,0.0,10445,10456,10424,99,100,94,0.733,0.0,0.0,0.636,0.097,4.5,6.2,0.2,3.3,7.9,8.6,10385,10317,89,90,1,10,False,True,True,True,True,True,True,False,2016
2016-12-29,0.7,1.2,2.0,1.0,-2.7,-4.1,-1.0,0.0,10399,10422,10382,99,100,98,0.583,0.0,0.123,0.46,0.0,1.1,5.0,-2.4,2.1,3.7,7.5,10421,10333,96,90,0,5,False,True,True,True,True,True,True,False,2016
2016-12-30,1.4,1.7,3.0,0.0,-2.2,-6.8,2.8,0.0,10369,10382,10353,96,100,89,0.824,0.0,0.0,0.531,0.293,-1.2,3.8,-4.9,0.7,1.6,6.7,10404,10344,98,91,0,4,False,True,True,True,True,True,True,False,2016
2016-12-31,3.6,3.6,5.0,2.0,-0.2,-1.2,1.6,0.0,10312,10350,10251,100,100,100,1.0,0.0,0.0,0.756,0.244,-1.7,2.7,-4.0,-0.5,1.1,5.6,10360,10353,98,93,0,3,False,False,True,True,True,True,True,False,2016
2017-01-01,4.1,4.3,5.0,2.0,-0.6,-2.3,0.4,2.8,10195,10244,10171,98,100,96,0.953,0.0,0.0,0.678,0.275,-1.0,1.1,-3.4,-2.0,1.6,3.9,10292,10347,98,94,3,4,True,False,True,True,True,True,True,False,2017
2017-01-02,2.5,2.7,4.0,2.0,2.0,-1.6,6.6,0.8,10240,10264,10201,92,98,78,0.926,0.02,0.0,0.0,0.906,0.4,0.3,-1.7,-2.7,2.9,3.2,10249,10340,97,96,4,4,False,True,True,True,True,True,True,False,2017
2017-01-03,4.3,4.3,6.0,3.0,3.5,0.8,5.8,-0.1,10233,10266,10180,90,97,84,1.0,0.0,0.0,0.3,0.7,1.6,0.1,-1.0,-2.7,4.3,2.8,10223,10313,93,96,4,4,False,True,True,True,True,True,True,False,2017
2017-01-04,5.3,5.6,9.0,4.0,4.9,1.1,6.8,1.4,10184,10240,10155,83,97,67,0.946,0.305,0.0,0.0,0.641,3.5,0.7,0.1,-2.0,6.4,3.3,10219,10276,88,94,2,5,False,True,True,True,True,True,True,False,2017
2017-01-05,1.8,2.5,5.0,1.0,-0.4,-6.6,3.9,-0.1,10327,10400,10244,83,94,58,0.72,0.576,0.144,0.0,0.0,2.7,1.0,-1.6,-2.4,5.5,4.0,10248,10266,85,92,1,5,False,True,True,True,True,True,True,False,2017
2017-01-06,1.8,2.3,5.0,1.0,-3.5,-7.7,-0.3,0.0,10392,10413,10356,79,97,62,0.783,0.0,0.061,0.722,0.0,0.3,0.8,-4.4,-2.5,3.5,3.5,10301,10269,82,89,1,5,False,True,True,True,True,True,True,False,2017
2017-01-07,3.5,3.8,6.0,2.0,-0.7,-2.5,1.7,3.7,10313,10355,10298,96,100,84,0.921,0.0,0.0,0.624,0.297,-1.5,0.7,-5.6,-2.7,1.8,3.6,10344,10269,86,89,4,9,False,False,True,True,True,True,True,False,2017
2017-01-08,1.0,1.4,3.0,0.0,3.3,1.0,6.1,0.0,10312,10322,10299,99,100,98,0.714,0.0,0.0,0.135,0.579,-0.3,1.3,-3.1,-2.2,2.5,4.4,10339,10286,91,89,4,6,False,False,True,True,True,True,True,False,2017
2017-01-09,4.6,4.7,7.0,2.0,4.8,2.1,5.9,3.9,10205,10298,10076,97,100,95,0.979,0.0,0.0,0.838,0.141,2.5,1.7,0.2,-1.7,4.6,4.3,10277,10281,97,90,8,9,False,True,False,False,False,False,False,False,2017
2017-01-10,2.6,2.9,7.0,2.0,5.1,2.3,6.3,2.6,10094,10121,10068,96,98,93,0.897,0.0,0.0,0.499,0.398,4.4,1.9,1.8,-1.5,6.1,4.3,10204,10261,97,90,7,12,False,True,False,False,False,False,False,False,2017
2017-01-11,5.6,6.6,10.0,3.0,6.8,5.0,10.0,0.5,10077,10113,10040,82,97,65,0.848,0.0,0.0,0.142,0.706,5.6,2.2,3.1,-0.9,7.4,4.8,10125,10246,92,90,7,11,False,True,False,False,False,False,False,False,2017
2017-01-12,2.9,4.8,6.0,2.0,4.9,0.0,7.8,20.0,10018,10114,9824,83,99,69,0.604,0.0,0.0,0.282,0.322,5.6,3.0,2.4,0.0,8.0,5.4,10063,10202,87,90,23,31,False,True,False,False,False,False,False,False,2017
2017-01-13,4.8,5.7,9.0,3.0,2.4,0.3,5.0,15.8,10004,10081,9861,87,98,71,0.842,0.15,0.0,0.0,0.692,4.7,3.8,1.8,1.2,7.6,6.1,10033,10146,84,91,36,46,False,True,False,False,False,False,False,False,2017
2017-01-14,3.7,4.2,6.0,2.0,1.9,0.2,4.2,3.2,10140,10185,10087,88,97,77,0.881,0.117,0.0,0.0,0.764,3.1,4.2,0.2,1.6,5.7,6.5,10054,10121,86,90,39,46,False,False,False,False,False,False,False,False,2017
2017-01-15,1.8,2.0,4.0,0.0,0.9,-0.8,3.2,0.2,10214,10240,10188,95,99,89,0.9,0.0,0.0,0.14,0.76,1.7,3.8,-0.1,1.3,4.1,6.1,10119,10107,90,90,19,46,False,False,False,False,False,False,False,False,2017
2017-01-16,1.3,1.9,3.0,1.0,-1.0,-3.8,1.3,-0.1,10285,10342,10240,95,100,86,0.684,0.205,0.479,0.0,0.0,0.6,3.0,-1.5,0.5,2.9,5.4,10213,10119,93,89,3,42,False,True,False,False,False,False,False,False,2017
2017-01-17,1.8,2.2,3.0,1.0,-3.3,-6.4,-0.4,-0.1,10379,10398,10346,90,98,77,0.818,0.155,0.663,0.0,0.0,-1.1,1.8,-3.7,-0.8,1.4,4.4,10293,10160,93,89,0,40,False,True,False,False,False,False,False,False,2017
2017-01-18,2.0,2.3,3.0,1.0,-3.2,-5.0,-0.9,-0.1,10395,10407,10383,92,98,81,0.87,0.242,0.628,0.0,0.0,-2.5,0.4,-5.1,-2.2,0.0,2.9,10353,10205,92,90,0,39,False,True,False,False,False,False,False,False,2017
2017-01-19,1.8,2.0,3.0,1.0,-2.5,-7.0,3.6,0.0,10376,10386,10364,81,97,52,0.9,0.37,0.53,0.0,0.0,-3.0,-0.7,-6.1,-3.2,0.8,2.3,10383,10256,88,90,0,19,False,True,False,False,False,False,False,False,2017
2017-01-20,2.2,2.3,3.0,1.0,-1.3,-6.8,5.0,0.0,10345,10360,10326,72,96,44,0.957,0.436,0.521,0.0,0.0,-2.3,-1.2,-6.3,-4.2,2.6,2.3,10372,10305,82,88,0,3,False,True,False,False,False,False,False,False,2017
2017-01-21,1.8,2.2,4.0,1.0,-1.1,-6.4,5.1,0.0,10294,10321,10277,80,96,55,0.818,0.009,0.809,0.0,0.0,-1.6,-1.6,-6.7,-5.2,4.6,2.4,10338,10327,78,86,0,0,False,False,False,False,False,False,False,False,2017
2017-01-22,0.4,1.0,2.0,0.0,-3.0,-9.5,3.3,0.0,10274,10280,10266,87,99,64,0.4,0.036,0.0,0.0,0.364,-1.8,-2.2,-7.6,-6.4,4.5,2.4,10304,10335,80,85,0,0,False,False,False,False,False,False,False,False,2017
2017-01-23,1.3,1.8,3.0,0.0,1.4,-0.3,2.9,-0.1,10274,10286,10266,91,99,81,0.722,0.0,0.0,0.409,0.313,-0.9,-1.9,-5.4,-5.9,3.8,2.7,10281,10334,86,85,0,0,False,True,False,False,False,False,False,False,2017
2017-01-24,1.2,1.7,2.0,1.0,1.0,0.0,2.2,1.0,10288,10311,10264,98,100,92,0.706,0.0,0.0,0.666,0.04,-0.2,-1.2,-3.3,-5.0,2.8,3.0,10279,10321,92,86,1,1,False,True,False,False,False,False,False,False,2017
2017-01-25,1.8,2.0,4.0,0.0,-1.7,-4.6,0.1,0.0,10299,10314,10280,85,98,75,0.9,0.0,0.76,0.14,0.0,0.2,-1.0,-1.6,-4.9,1.7,3.2,10287,10307,91,85,1,1,False,True,False,False,False,False,False,False,2017
2017-01-26,2.0,2.1,4.0,1.0,-3.6,-7.2,0.3,0.0,10237,10277,10191,84,92,69,0.952,0.0,0.54,0.412,0.0,-1.4,-1.2,-3.9,-5.0,0.9,2.7,10275,10287,89,85,1,1,False,True,False,False,False,False,False,False,2017
2017-01-27,3.2,3.3,4.0,2.0,1.3,-7.5,6.8,0.0,10165,10184,10158,75,90,65,0.97,0.0,0.464,0.506,0.0,-1.3,-0.8,-6.4,-5.1,2.4,3.0,10234,10262,81,86,0,1,False,True,False,False,False,False,False,False,2017
2017-01-28,3.3,3.7,6.0,2.0,6.2,2.4,10.4,-0.1,10155,10172,10143,74,92,62,0.892,0.0,0.099,0.793,0.0,1.3,0.2,-4.1,-3.8,5.8,3.7,10186,10242,78,85,0,1,False,False,False,False,False,False,False,False,2017
2017-01-29,4.6,4.8,6.0,4.0,4.8,3.0,7.5,3.8,10170,10179,10133,89,96,76,0.958,0.0,0.0,0.873,0.085,4.1,1.3,-0.7,-2.0,8.2,4.3,10163,10227,79,85,4,5,False,False,False,False,False,False,False,False,2017
2017-01-30,2.3,4.5,7.0,2.0,5.5,2.8,7.5,5.2,10111,10152,10081,94,98,88,0.511,0.0,0.0,0.165,0.346,5.5,1.9,2.7,-1.6,8.5,5.0,10145,10204,86,86,9,10,False,True,False,False,False,False,False,False,2017
2017-01-31,1.3,2.0,4.0,1.0,3.6,2.3,5.2,0.0,10168,10177,10152,82,91,75,0.65,0.0,0.455,0.195,0.0,4.6,2.3,2.7,-1.3,6.7,5.4,10150,10186,88,83,9,9,False,True,False,False,False,False,False,False,2017
2017-02-01,3.8,3.9,5.0,2.0,4.1,-0.4,7.8,0.5,10128,10168,10090,89,99,78,0.974,0.0,0.466,0.508,0.0,4.4,3.1,1.6,-0.7,6.8,6.5,10136,10162,88,84,6,9,False,True,False,False,False,False,False,False,2017
2017-02-02,4.4,4.5,6.0,3.0,9.9,5.7,13.6,0.4,10049,10087,10017,83,98,68,0.978,0.0,0.239,0.739,0.0,5.9,5.1,2.5,1.2,8.9,8.4,10115,10135,85,84,1,10,False,True,False,False,False,False,False,False,2017
2017-02-03,3.4,3.8,6.0,3.0,9.1,6.3,12.2,-0.1,10012,10038,9974,80,90,68,0.895,0.0,0.08,0.815,0.0,7.7,6.2,3.9,3.2,11.2,9.2,10063,10113,84,84,1,10,False,True,False,False,False,False,False,False,2017
2017-02-04,1.5,3.0,4.0,1.0,5.5,2.4,7.5,5.1,9991,10016,9974,92,98,78,0.5,0.0,0.189,0.311,0.0,8.2,6.1,4.8,3.2,11.1,8.8,10017,10090,85,87,5,15,False,False,False,False,False,False,False,False,2017
2017-02-05,1.6,3.0,4.0,1.0,5.0,1.5,8.6,-0.1,10036,10110,10011,91,100,73,0.533,0.261,0.272,0.0,0.0,6.5,6.1,3.4,2.9,9.4,8.9,10013,10071,88,87,5,11,False,False,False,False,False,False,False,False,2017
