,Unnamed: 0,date,windVectorAvgSpeed,windDailyAvgSpeed,windHourlyMaxSpeed,windHourlyMinSpeed,tempDailyAvg,tempDailyMin,tempDailyMax,precipDailySum,airpresDailyAvg,airpresHourlyMax,airpresHourlyMin,humidDailyAvg,humidDailyMax,humidDailyMin,windVectorWeight,north,east,south,west,tempDailyAvg_mean_3,tempDailyAvg_mean_7,tempDailyAvg_mean_28,tempDailyMin_mean_3,tempDailyMin_mean_7,tempDailyMin_mean_28,tempDailyMax_mean_3,tempDailyMax_mean_7,tempDailyMax_mean_28,airpresDailyAvg_mean_3,airpresDailyAvg_mean_7,airpresDailyAvg_mean_28,humidDailyAvg_mean_3,humidDailyAvg_mean_7,humidDailyAvg_mean_28,precipDailySum_sum_3,precipDailySum_sum_7,precipDailySum_sum_28,holiday_NL,workday,vacation_NL_North,vacation_NL_Central,vacation_NL_South,vacation_BE,vacation_GE,wildfire,year
285,285,2011-10-13,1.8,2.0,4.0,0.0,10.2,3.1,15.0,0.0,10297,10328,10248,84,98,55,0.9,0.29,0.61,0.0,0.0,13.0,12.6,14.8,9.3,9.5,10.0,16.1,16.0,20.0,10221,10186,10189,88,88,82,19,46,64,False,True,False,False,False,False,False,False,2011
286,286,2011-10-14,2.6,2.8,5.0,1.0,8.2,2.3,14.9,0.0,10326,10341,10310,78,98,50,0.929,0.0,0.857,0.072,0.0,10.4,12.3,14.6,5.4,8.7,9.7,15.2,16.0,19.8,10274,10214,10196,86,87,82,11,29,64,False,True,False,False,False,False,False,False,2011
287,287,2011-10-15,2.6,2.7,4.0,1.0,7.7,1.7,14.6,0.0,10278,10307,10255,74,97,51,0.963,0.0,0.76,0.203,0.0,8.7,12.0,14.3,2.4,7.9,9.4,14.8,16.3,19.7,10300,10229,10202,79,85,82,0,21,58,False,False,True,True,False,False,False,False,2011
288,288,2011-10-16,1.5,1.6,3.0,0.0,7.4,1.1,15.1,0.0,10240,10254,10230,81,98,54,0.938,0.0,0.01,0.928,0.0,7.8,11.4,14.2,1.7,6.9,9.2,14.9,16.0,19.6,10281,10238,10210,78,83,82,0,19,54,False,False,True,True,False,False,False,False,2011
289,289,2011-10-17,4.0,4.1,7.0,2.0,11.5,5.4,15.6,0.0,10189,10228,10112,88,98,77,0.976,0.0,0.0,0.738,0.238,8.9,10.5,14.2,2.7,5.5,9.2,15.1,15.5,19.6,10236,10242,10212,81,83,82,0,19,54,False,True,True,True,False,False,False,False,2011
290,290,2011-10-18,4.0,4.5,8.0,1.0,10.2,7.8,13.8,7.5,10094,10111,10060,82,95,71,0.889,0.0,0.0,0.415,0.474,9.7,9.7,14.0,4.8,4.6,9.1,14.8,15.0,19.4,10174,10232,10208,84,83,82,8,18,61,False,True,True,True,False,False,False,False,2011
291,291,2011-10-19,3.1,3.5,6.0,2.0,8.3,3.6,13.1,0.4,10156,10212,10104,80,96,60,0.886,0.0,0.0,0.206,0.68,10.0,9.1,13.7,5.6,3.6,8.7,14.2,14.6,19.2,10146,10226,10207,83,81,82,8,8,62,False,True,True,True,False,False,False,False,2011
292,292,2011-10-20,1.7,2.1,3.0,1.0,5.6,0.1,10.5,1.3,10255,10280,10218,88,98,61,0.81,0.0,0.0,0.288,0.522,8.0,8.4,13.4,3.8,3.1,8.3,12.5,13.9,18.9,10168,10220,10209,83,82,82,9,9,63,False,True,True,True,False,False,False,False,2011
293,293,2011-10-21,2.6,2.7,5.0,1.0,5.3,-0.4,12.2,0.0,10265,10278,10249,83,97,59,0.963,0.0,0.0,0.909,0.054,6.4,8.0,13.1,1.1,2.8,8.1,11.9,13.6,18.7,10225,10211,10212,84,82,82,2,9,63,False,True,True,True,False,False,False,False,2011
294,294,2011-10-22,3.0,3.1,5.0,1.0,5.4,0.6,11.3,0.0,10201,10247,10169,81,96,56,0.968,0.0,0.387,0.581,0.0,5.4,7.7,12.9,0.1,2.6,7.8,11.3,13.1,18.3,10240,10200,10213,84,83,82,1,9,63,False,False,True,True,True,False,True,False,2011
295,295,2011-10-23,3.5,3.7,5.0,2.0,8.4,2.4,16.6,0.0,10140,10168,10107,77,94,56,0.946,0.0,0.463,0.483,0.0,6.4,7.8,12.6,0.9,2.8,7.6,13.4,13.3,18.1,10202,10186,10212,80,83,82,0,9,63,False,False,True,True,True,False,True,False,2011
296,296,2011-10-24,5.8,5.8,7.0,4.0,8.8,4.4,12.4,0.0,10050,10103,10020,72,87,57,1.0,0.0,0.7,0.3,0.0,7.5,7.4,12.3,2.5,2.6,7.4,13.4,12.8,17.6,10130,10166,10206,77,80,82,0,9,63,False,True,False,False,True,False,True,False,2011
297,297,2011-10-25,4.3,4.4,6.0,2.0,10.1,8.5,12.3,1.4,10021,10045,10012,80,94,58,0.977,0.0,0.586,0.391,0.0,9.1,7.4,12.1,5.1,2.7,7.2,13.8,12.6,17.3,10070,10155,10196,76,80,82,1,3,64,False,True,False,False,True,False,True,False,2011
298,298,2011-10-26,4.2,4.7,7.0,3.0,10.2,6.9,14.2,0.0,10104,10138,10048,81,92,63,0.894,0.0,0.0,0.894,0.0,9.7,7.7,11.8,6.6,3.2,7.2,13.0,12.8,16.9,10058,10148,10189,78,80,82,1,3,64,False,True,False,False,True,False,True,False,2011
299,299,2011-10-27,3.6,3.8,5.0,2.0,10.9,6.7,17.1,0.0,10128,10155,10111,78,90,57,0.947,0.0,0.494,0.453,0.0,10.4,8.4,11.5,7.4,4.2,7.0,14.5,13.7,16.6,10084,10130,10185,80,79,82,1,1,64,False,True,False,False,True,False,True,False,2011
300,300,2011-10-28,0.8,1.5,3.0,0.0,13.0,8.1,19.1,-0.1,10220,10250,10165,83,98,61,0.533,0.0,0.0,0.51,0.023,11.4,9.5,11.4,7.2,5.4,6.9,16.8,14.7,16.4,10151,10123,10183,81,79,82,0,1,64,False,True,False,False,True,False,True,False,2011
301,301,2011-10-29,2.0,2.1,3.0,1.0,13.2,6.9,17.6,0.0,10223,10246,10207,89,99,71,0.952,0.0,0.0,0.921,0.031,12.4,10.7,11.2,7.2,6.3,6.8,17.9,15.6,16.1,10190,10127,10182,83,80,82,0,1,64,False,False,False,False,True,True,True,True,2011
302,302,2011-10-30,2.6,2.7,4.0,2.0,13.5,9.3,15.8,0.0,10210,10219,10199,88,98,73,0.963,0.0,0.0,0.642,0.321,13.2,11.4,11.1,8.1,7.3,6.8,17.5,15.5,15.7,10218,10137,10181,87,82,82,0,1,64,False,False,False,False,True,True,True,False,2011
303,303,2011-10-31,2.8,3.0,5.0,2.0,13.2,9.3,16.9,0.0,10173,10205,10135,84,97,64,0.933,0.0,0.114,0.819,0.0,13.3,12.0,11.0,8.5,8.0,6.8,16.8,16.1,15.4,10202,10154,10180,87,83,83,0,1,64,False,True,False,False,False,True,True,False,2011
304,304,2011-11-01,2.8,3.1,5.0,1.0,12.8,8.6,17.4,4.2,10125,10145,10115,89,97,70,0.903,0.0,0.0,0.842,0.061,13.2,12.4,10.8,9.1,8.0,6.6,16.7,16.9,15.3,10169,10169,10177,87,85,83,4,4,68,False,True,False,False,False,True,True,False,2011
305,305,2011-11-02,2.6,3.1,4.0,2.0,12.3,9.7,15.2,0.1,10102,10145,10035,89,99,73,0.839,0.0,0.308,0.531,0.0,12.8,12.7,10.6,9.2,8.4,6.4,16.5,17.0,15.2,10133,10169,10174,87,86,83,4,4,68,False,True,False,False,False,True,True,False,2011
306,306,2011-11-03,4.0,4.2,5.0,3.0,14.7,11.7,17.5,0.2,10005,10029,9975,80,91,62,0.952,0.0,0.381,0.571,0.0,13.3,13.2,10.7,10.0,9.1,6.5,16.7,17.1,15.2,10077,10151,10172,86,86,84,5,4,61,False,True,False,False,False,True,True,False,2011
307,307,2011-11-04,3.9,4.5,8.0,1.0,14.9,12.2,18.5,-0.1,10010,10046,9965,73,88,55,0.867,0.0,0.183,0.684,0.0,14.0,13.5,10.8,11.2,9.7,6.6,17.1,17.0,15.3,10039,10121,10168,81,85,83,0,4,44,False,True,False,False,False,True,True,False,2011
308,308,2011-11-05,1.2,1.8,4.0,0.0,12.6,8.0,18.0,0.3,10060,10112,10032,83,97,61,0.667,0.0,0.512,0.155,0.0,14.1,13.4,10.9,10.6,9.8,6.6,18.0,17.0,15.5,10025,10098,10163,79,84,83,0,5,36,False,False,False,False,False,True,True,False,2011
309,309,2011-11-06,4.2,4.4,6.0,1.0,11.3,8.8,12.2,0.0,10166,10200,10116,88,98,81,0.955,0.838,0.117,0.0,0.0,12.9,13.1,10.9,9.7,9.8,6.7,16.2,16.5,15.3,10079,10092,10163,81,84,83,0,5,34,False,False,False,False,False,True,True,False,2011
310,310,2011-11-07,4.3,4.7,6.0,2.0,9.6,8.4,10.6,0.0,10188,10200,10176,90,95,86,0.915,0.315,0.6,0.0,0.0,11.2,12.6,10.6,8.4,9.6,6.4,13.6,15.6,15.0,10138,10094,10164,87,85,83,0,5,34,False,True,False,False,False,False,False,False,2011
311,311,2011-11-08,2.9,3.0,5.0,1.0,8.6,5.7,12.4,0.0,10172,10181,10161,90,99,75,0.967,0.0,0.967,0.0,0.0,9.8,12.0,10.4,7.6,9.2,6.1,11.7,14.9,14.8,10175,10100,10164,89,85,83,0,0,26,False,True,False,False,False,False,False,False,2011
312,312,2011-11-09,1.5,2.0,4.0,0.0,9.7,5.1,14.9,0.0,10198,10216,10173,88,98,65,0.75,0.0,0.25,0.5,0.0,9.3,11.6,10.3,6.4,8.6,5.9,12.6,14.9,14.8,10186,10114,10164,89,85,83,0,0,15,False,True,False,False,False,False,False,False,2011
313,313,2011-11-10,3.0,3.1,5.0,1.0,6.6,2.5,10.5,0.0,10211,10216,10203,93,99,80,0.968,0.0,0.882,0.086,0.0,8.3,10.5,10.1,4.4,7.2,5.9,12.6,13.9,14.7,10194,10144,10161,90,86,83,0,0,15,False,True,False,False,False,False,False,False,2011
314,314,2011-11-11,4.0,4.0,6.0,2.0,7.6,4.4,11.1,0.0,10215,10238,10204,83,93,72,1.0,0.0,0.667,0.333,0.0,8.0,9.4,10.1,4.0,6.1,6.0,12.2,12.8,14.5,10208,10173,10157,88,88,83,0,0,15,False,True,False,False,False,False,False,False,2011
315,315,2011-11-12,2.1,2.3,4.0,1.0,6.6,2.6,12.3,0.0,10288,10321,10240,87,97,70,0.913,0.0,0.528,0.385,0.0,6.9,8.6,10.1,3.2,5.4,6.0,11.3,12.0,14.4,10238,10205,10157,88,88,84,0,0,15,False,False,False,False,False,False,False,False,2011
316,316,2011-11-13,2.9,3.0,4.0,2.0,5.6,4.2,6.3,0.0,10310,10326,10285,99,100,95,0.967,0.0,0.828,0.139,0.0,6.6,7.8,10.0,3.7,4.7,6.1,9.9,11.2,14.1,10271,10226,10160,90,90,84,0,0,15,False,False,False,False,False,False,False,True,2011
317,317,2011-11-14,1.8,2.1,3.0,1.0,3.9,-0.2,9.7,0.0,10252,10282,10224,95,100,74,0.857,0.123,0.734,0.0,0.0,5.4,6.9,9.7,2.2,3.5,5.9,9.4,11.0,13.9,10283,10235,10162,94,91,85,0,0,15,False,True,False,False,False,False,False,False,2011
318,318,2011-11-15,3.3,3.4,4.0,2.0,2.6,-2.8,8.3,0.0,10208,10219,10197,88,98,68,0.971,0.097,0.874,0.0,0.0,4.0,6.1,9.5,0.4,2.3,5.5,8.1,10.4,13.7,10257,10240,10166,94,90,85,0,0,8,False,True,False,False,False,False,False,False,2011
319,319,2011-11-16,1.6,1.9,3.0,1.0,1.3,-3.4,8.5,0.0,10201,10209,10192,89,98,64,0.842,0.0,0.646,0.196,0.0,2.6,4.9,9.2,-2.1,1.0,5.3,8.8,9.5,13.6,10220,10241,10168,91,91,85,0,0,7,False,True,False,False,False,False,False,False,2011
320,320,2011-11-17,2.8,2.9,4.0,2.0,5.0,-2.1,8.9,0.0,10216,10228,10201,95,100,85,0.966,0.0,0.0,0.859,0.107,3.0,4.7,9.2,-2.8,0.4,5.2,8.6,9.3,13.5,10208,10241,10166,91,91,86,0,0,6,False,True,False,False,False,False,False,False,2011
321,321,2011-11-18,2.0,2.3,3.0,1.0,7.4,1.5,11.8,0.0,10220,10234,10203,94,99,79,0.87,0.0,0.0,0.832,0.038,4.6,4.6,9.3,-1.3,-0.0,5.3,9.7,9.4,13.5,10212,10242,10165,93,92,86,0,0,6,False,True,False,False,False,False,False,False,2011
322,322,2011-11-19,0.8,0.9,2.0,0.0,4.4,-0.9,10.7,0.0,10196,10205,10187,94,100,75,0.889,0.0,0.405,0.484,0.0,5.6,4.3,9.2,-0.5,-0.5,5.2,10.5,9.2,13.5,10211,10229,10165,94,93,86,0,0,6,False,False,False,False,False,False,False,False,2011
323,323,2011-11-20,1.4,1.5,3.0,0.0,0.8,-2.3,3.6,0.0,10202,10213,10190,100,100,98,0.933,0.612,0.321,0.0,0.0,4.2,3.6,9.0,-0.6,-1.5,5.1,8.7,8.8,13.0,10206,10214,10167,96,94,87,0,0,6,False,False,False,False,False,False,False,False,2011
324,324,2011-11-21,1.0,1.2,2.0,1.0,1.6,-0.3,3.9,0.0,10174,10185,10165,100,100,99,0.833,0.185,0.648,0.0,0.0,2.3,3.3,8.7,-1.2,-1.5,4.9,6.1,8.0,12.7,10191,10202,10171,98,94,88,0,0,6,False,True,False,False,False,False,False,False,2011
325,325,2011-11-22,0.4,1.0,2.0,0.0,4.1,-1.0,11.6,0.0,10191,10222,10167,99,100,97,0.4,0.0,0.338,0.062,0.0,2.2,3.5,8.5,-1.2,-1.2,4.6,6.4,8.4,12.7,10189,10200,10177,100,96,89,0,0,5,False,True,False,False,False,False,False,False,2011
326,326,2011-11-23,1.3,1.4,2.0,0.0,8.2,3.4,11.0,0.1,10268,10306,10224,99,100,98,0.929,0.0,0.0,0.475,0.454,4.6,4.5,8.4,0.7,-0.2,4.4,8.8,8.8,12.6,10211,10210,10183,99,97,90,0,0,5,False,True,False,False,False,False,False,False,2011
327,327,2011-11-24,3.5,3.5,4.0,3.0,7.8,6.2,9.4,0.0,10299,10318,10266,96,100,90,1.0,0.0,0.0,0.767,0.233,6.7,4.9,8.3,2.9,0.9,4.4,10.7,8.9,12.3,10253,10221,10189,98,97,90,0,0,5,False,True,False,False,False,False,False,False,2011
328,328,2011-11-25,4.2,4.2,6.0,3.0,7.6,6.4,8.9,0.4,10251,10280,10234,94,97,91,1.0,0.0,0.0,0.6,0.4,7.9,4.9,8.1,5.3,1.6,4.4,9.8,8.4,11.9,10273,10226,10190,96,97,91,1,0,5,False,True,False,False,False,False,False,False,2011
329,329,2011-11-26,4.5,4.5,7.0,2.0,7.9,3.1,10.9,-0.1,10263,10292,10211,87,97,79,1.0,0.0,0.0,0.567,0.433,7.8,5.4,7.9,5.2,2.2,4.2,9.7,8.5,11.7,10271,10235,10192,92,96,90,0,0,5,False,False,False,False,False,False,False,False,2011
330,330,2011-11-27,5.0,5.6,8.0,2.0,8.7,3.3,12.8,3.3,10207,10279,10161,83,94,70,0.893,0.0,0.0,0.357,0.536,8.1,6.6,7.8,4.3,3.0,4.0,10.9,9.8,11.6,10240,10236,10192,88,94,90,4,4,8,False,False,False,False,False,False,False,False,2011
331,331,2011-11-28,2.5,2.8,5.0,1.0,4.5,-1.3,9.4,0.0,10254,10283,10208,90,98,72,0.893,0.0,0.0,0.814,0.079,7.0,7.0,7.5,1.7,2.9,3.6,11.0,10.6,11.3,10241,10248,10195,87,93,91,3,4,8,False,True,False,False,False,False,False,False,2011
332,332,2011-11-29,5.9,6.3,8.0,4.0,7.4,3.3,10.5,0.5,10151,10202,10115,87,96,79,0.937,0.0,0.0,0.802,0.135,6.9,7.4,7.3,1.8,3.5,3.4,10.9,10.4,11.0,10204,10242,10196,87,91,90,4,4,5,False,True,False,False,False,False,False,False,2011
333,333,2011-11-30,3.7,4.0,5.0,2.0,6.8,4.5,11.0,0.0,10232,10258,10180,82,92,71,0.925,0.0,0.0,0.73,0.195,6.2,7.2,7.1,2.2,3.6,3.2,10.3,10.4,10.9,10212,10237,10200,86,88,90,1,4,5,False,True,False,False,False,False,False,False,2011
334,334,2011-12-01,6.2,6.4,8.0,4.0,10.4,4.5,12.6,7.5,10098,10180,10024,90,96,84,0.969,0.0,0.0,0.765,0.204,8.2,7.6,6.9,4.1,3.4,3.0,11.4,10.9,10.7,10160,10208,10204,86,88,91,8,12,12,False,True,False,False,False,False,False,False,2011
335,335,2011-12-02,2.2,3.6,8.0,2.0,6.4,3.0,12.1,4.4,10110,10147,10015,88,97,68,0.611,0.0,0.0,0.115,0.496,7.9,7.4,6.6,4.0,2.9,2.7,11.9,11.3,10.5,10147,10188,10207,87,87,91,12,16,16,False,True,False,False,False,False,False,False,2011
336,336,2011-12-03,5.3,5.6,9.0,3.0,7.9,5.9,10.9,8.1,10036,10105,10007,86,93,77,0.946,0.0,0.0,0.515,0.431,8.2,7.4,6.4,4.5,3.3,2.6,11.9,11.3,10.2,10081,10155,10206,88,87,91,20,24,24,False,False,False,False,False,False,False,False,2011
337,337,2011-12-04,3.6,3.7,5.0,2.0,7.7,5.1,8.6,4.8,9988,10022,9938,82,93,76,0.973,0.0,0.0,0.324,0.649,7.3,7.3,6.3,4.7,3.6,2.5,10.5,10.7,10.1,10045,10124,10200,85,86,91,17,25,29,False,False,False,False,False,False,False,False,2011
338,338,2011-12-05,4.2,4.5,6.0,2.0,4.3,3.1,6.6,3.4,10029,10049,9963,81,89,73,0.933,0.0,0.0,0.217,0.716,6.6,7.3,6.1,4.7,4.2,2.3,8.7,10.3,10.0,10018,10092,10194,83,85,91,16,29,32,False,True,False,False,False,False,False,False,2011
339,339,2011-12-06,4.0,4.3,6.0,3.0,4.2,2.3,7.3,3.0,10056,10075,10043,85,95,71,0.93,0.0,0.0,0.331,0.599,5.4,6.8,6.0,3.5,4.1,2.1,7.5,9.9,9.8,10024,10078,10190,83,85,90,11,31,35,False,True,False,False,False,False,False,False,2011
340,340,2011-12-07,7.1,7.7,10.0,3.0,7.1,4.1,9.3,1.7,10046,10153,9978,75,97,61,0.922,0.0,0.0,0.02,0.902,5.2,6.9,5.9,3.2,4.0,2.1,7.7,9.6,9.6,10044,10052,10185,80,84,90,8,33,37,False,True,False,False,False,False,False,False,2011
341,341,2011-12-08,6.8,7.4,11.0,3.0,7.8,3.1,11.7,7.2,10122,10196,10009,80,90,71,0.919,0.0,0.0,0.46,0.46,6.4,6.5,5.9,3.2,3.8,2.1,9.4,9.5,9.6,10075,10055,10182,80,82,90,12,33,44,False,True,False,False,False,False,False,False,2011
342,342,2011-12-09,4.5,4.7,7.0,2.0,6.0,3.2,8.9,1.1,10084,10116,10034,71,91,58,0.957,0.0,0.0,0.16,0.797,7.0,6.4,5.9,3.5,3.8,2.1,10.0,9.0,9.6,10084,10052,10177,75,80,89,10,29,45,False,True,False,False,False,False,False,False,2011
343,343,2011-12-10,3.1,3.2,5.0,2.0,2.9,0.9,6.6,-0.1,10143,10164,10116,86,92,70,0.969,0.0,0.0,0.442,0.527,5.6,5.7,5.7,2.4,3.1,2.0,9.1,8.4,9.4,10116,10067,10172,79,80,89,8,21,45,False,False,False,False,False,False,False,True,2011
344,344,2011-12-11,3.7,3.8,6.0,2.0,3.4,-0.1,6.4,0.2,10114,10163,10031,86,95,76,0.974,0.0,0.0,0.898,0.076,4.1,5.1,5.6,1.3,2.4,1.9,7.3,8.1,9.4,10114,10085,10165,81,81,89,1,16,46,False,False,False,False,False,False,False,False,2011
345,345,2011-12-12,4.7,5.5,11.0,3.0,7.1,5.5,8.4,0.9,10047,10094,9994,83,96,69,0.855,0.0,0.0,0.485,0.37,4.5,5.5,5.8,2.1,2.7,2.1,7.1,8.4,9.3,10101,10087,10157,85,81,88,1,14,46,False,True,False,False,False,False,False,False,2011
346,346,2011-12-13,8.3,8.7,14.0,6.0,7.8,4.8,10.7,10.7,9946,9994,9899,79,95,58,0.954,0.0,0.0,0.636,0.318,6.1,6.0,5.9,3.4,3.1,2.4,8.5,8.9,9.4,10036,10072,10148,83,80,88,12,22,57,False,True,False,False,False,False,False,False,2011
347,347,2011-12-14,5.7,6.0,10.0,3.0,5.0,3.0,6.7,12.1,9972,10009,9925,86,94,77,0.95,0.0,0.0,0.58,0.37,6.6,5.7,6.1,4.4,2.9,2.6,8.6,8.5,9.3,9988,10061,10140,83,82,88,24,32,69,False,True,False,False,False,False,False,False,2011
348,348,2011-12-15,6.3,6.4,8.0,5.0,5.6,4.2,7.5,6.2,9995,10012,9955,85,92,70,0.984,0.0,0.0,0.646,0.338,6.1,5.4,6.1,4.0,3.1,2.8,8.3,7.9,9.3,9971,10043,10132,83,82,87,29,31,75,False,True,False,False,False,False,False,False,2011
349,349,2011-12-16,1.6,5.1,8.0,2.0,3.8,2.2,5.5,22.7,9822,9950,9699,94,97,87,0.314,0.199,0.0,0.0,0.115,4.8,5.1,6.0,3.1,2.9,2.8,6.6,7.4,9.1,9930,10006,10118,88,86,87,41,53,98,False,True,False,False,False,False,False,False,2011
350,350,2011-12-17,3.2,3.4,7.0,2.0,3.4,1.1,7.0,7.5,10038,10061,9958,88,96,71,0.941,0.0,0.0,0.053,0.888,4.3,5.2,5.9,2.5,3.0,2.9,6.7,7.5,8.9,9952,9991,10112,89,86,87,36,60,106,False,False,False,False,False,False,False,False,2011
351,351,2011-12-18,2.9,3.2,7.0,1.0,2.1,0.3,4.7,3.5,10112,10147,10061,92,98,80,0.906,0.0,0.0,0.091,0.815,3.1,5.0,6.0,1.2,3.0,3.0,5.7,7.2,9.0,9991,9990,10109,91,87,87,34,64,109,False,False,False,False,False,False,False,False,2011
352,352,2011-12-19,4.1,4.4,8.0,2.0,1.6,0.0,4.1,3.8,10147,10179,10077,92,98,76,0.932,0.0,0.0,0.642,0.29,2.4,4.2,6.0,0.5,2.2,3.0,5.3,6.6,9.0,10099,10005,10108,91,88,87,15,66,113,False,True,False,False,False,False,False,False,2011
353,353,2011-12-20,3.8,4.5,7.0,3.0,5.1,0.8,7.5,4.1,10104,10164,10054,90,98,78,0.844,0.009,0.0,0.0,0.835,2.9,3.8,6.0,0.4,1.7,3.1,5.4,6.1,8.8,10121,10027,10105,91,90,86,11,60,117,False,True,False,False,False,False,False,False,2011
354,354,2011-12-21,2.2,2.3,3.0,1.0,5.3,4.0,6.4,1.6,10177,10198,10162,95,98,88,0.957,0.0,0.0,0.553,0.404,4.0,3.8,5.9,1.6,1.8,3.1,6.0,6.1,8.7,10143,10056,10102,92,91,86,10,49,118,False,True,False,False,False,False,False,False,2011
355,355,2011-12-22,3.3,3.5,5.0,3.0,9.1,6.2,10.1,2.1,10222,10242,10196,96,98,91,0.943,0.0,0.0,0.105,0.838,6.5,4.3,6.0,3.7,2.1,3.1,8.0,6.5,8.7,10168,10089,10099,94,92,86,8,45,121,False,True,False,False,False,False,False,False,2011
356,356,2011-12-23,4.2,4.8,10.0,3.0,9.0,5.6,10.6,4.3,10172,10236,10086,91,96,80,0.875,0.0,0.0,0.476,0.399,7.8,5.1,6.0,5.3,2.6,3.1,9.0,7.2,8.7,10190,10139,10096,94,92,86,8,27,124,False,True,False,False,False,False,True,False,2011
357,357,2011-12-24,3.8,4.9,9.0,3.0,5.9,4.3,7.5,5.4,10250,10291,10123,86,92,76,0.776,0.026,0.0,0.0,0.75,8.0,5.4,5.9,5.4,3.0,3.1,9.4,7.3,8.6,10215,10169,10096,91,92,86,12,25,130,False,False,True,True,True,True,True,False,2011
358,358,2011-12-25,4.3,4.4,5.0,3.0,8.8,6.0,10.7,1.2,10292,10322,10270,90,97,82,0.977,0.0,0.0,0.467,0.51,7.9,6.4,5.9,5.3,3.8,3.2,9.6,8.1,8.5,10238,10195,10099,89,91,86,11,22,128,True,False,True,True,True,True,True,False,2011
359,359,2011-12-26,3.5,3.5,4.0,3.0,10.0,9.0,11.1,2.1,10343,10358,10321,95,98,84,1.0,0.0,0.0,0.444,0.556,8.2,7.6,6.1,6.4,5.1,3.6,9.8,9.1,8.6,10295,10223,10102,90,92,86,9,21,130,True,True,True,True,True,True,True,False,2011
360,360,2011-12-27,2.8,2.9,4.0,1.0,8.4,6.9,10.1,0.0,10345,10360,10306,84,86,77,0.966,0.0,0.0,0.58,0.386,9.1,8.1,6.2,7.3,6.0,3.7,10.6,9.5,8.6,10327,10257,10109,90,91,86,3,17,130,False,True,True,True,True,True,True,False,2011
361,361,2011-12-28,5.2,5.5,7.0,4.0,6.2,5.3,7.2,-0.1,10225,10299,10190,88,93,81,0.945,0.0,0.0,0.588,0.357,8.2,8.2,6.2,7.1,6.2,3.7,9.5,9.6,8.5,10304,10264,10108,89,90,87,2,15,129,False,True,True,True,True,True,True,False,2011
362,362,2011-12-29,5.4,5.7,9.0,4.0,6.1,3.3,7.8,7.7,10160,10211,10083,82,93,72,0.947,0.0,0.0,0.169,0.778,6.9,7.8,6.0,5.2,5.8,3.7,8.4,9.3,8.3,10243,10255,10111,85,88,86,8,21,130,False,True,True,True,True,True,True,False,2011
363,363,2011-12-30,4.5,5.2,9.0,2.0,4.5,2.2,6.9,3.7,10139,10170,10085,85,95,73,0.865,0.038,0.0,0.0,0.827,5.6,7.1,5.9,3.6,5.3,3.7,7.3,8.8,8.1,10175,10251,10112,85,87,86,11,20,129,False,True,True,True,True,True,True,False,2011
364,364,2011-12-31,3.3,4.0,5.0,3.0,8.6,3.7,11.3,4.0,10098,10120,10083,96,98,92,0.825,0.0,0.0,0.394,0.431,6.4,7.5,6.0,3.1,5.2,3.6,8.7,9.3,8.1,10132,10229,10114,88,89,87,15,19,125,False,False,True,True,True,True,True,False,2011
365,365,2012-01-01,5.3,5.6,10.0,4.0,12.0,10.1,13.6,18.4,10069,10103,10011,93,96,88,0.946,0.0,0.0,0.536,0.41,8.4,8.0,6.1,5.3,5.8,3.8,10.6,9.7,8.3,10102,10197,10117,91,89,87,26,36,138,True,False,True,True,True,True,True,False,2012
366,366,2012-01-02,3.8,4.0,5.0,2.0,7.2,4.3,10.2,3.0,10093,10157,10037,85,94,74,0.95,0.0,0.0,0.411,0.539,9.3,7.6,6.2,6.0,5.1,3.8,11.7,9.6,8.4,10087,10161,10119,91,88,87,25,37,138,False,True,True,True,True,True,True,False,2012
367,367,2012-01-03,8.3,8.9,13.0,5.0,7.8,4.5,11.2,13.9,10063,10151,9975,81,95,65,0.933,0.0,0.0,0.508,0.425,9.0,7.5,6.3,6.3,4.8,3.9,11.7,9.7,8.6,10075,10121,10119,86,87,87,35,51,149,False,True,True,True,True,True,True,False,2012
368,368,2012-01-04,6.7,7.1,10.0,5.0,7.1,5.4,8.5,4.5,10108,10171,9994,77,90,68,0.944,0.0,0.0,0.178,0.766,7.4,7.6,6.3,4.7,4.8,3.9,10.0,9.9,8.5,10088,10104,10122,81,86,87,21,55,152,False,True,True,True,True,True,True,False,2012
369,369,2012-01-05,9.7,10.5,14.0,8.0,7.8,4.3,10.8,10.0,9970,10078,9903,76,89,66,0.924,0.195,0.0,0.0,0.729,7.6,7.9,6.3,4.7,4.9,4.0,10.2,10.4,8.5,10047,10077,10116,78,85,87,28,57,154,False,True,True,True,True,True,True,False,2012
370,370,2012-01-06,5.1,5.9,10.0,3.0,6.2,3.3,8.6,0.7,10188,10231,10092,80,87,72,0.864,0.259,0.0,0.0,0.605,7.0,8.1,6.4,4.3,5.1,4.0,9.3,10.6,8.5,10089,10084,10120,78,84,87,15,54,154,False,True,True,True,True,True,True,False,2012
371,371,2012-01-07,6.5,7.0,12.0,4.0,7.7,4.5,9.4,5.2,10172,10201,10140,83,97,72,0.929,0.093,0.0,0.0,0.836,7.2,8.0,6.5,4.0,5.2,4.1,9.6,10.3,8.6,10110,10095,10121,80,82,87,16,56,159,False,False,True,True,True,True,True,False,2012
